Receptor	Ligand	DSAS_Score_pK	buried%	ligand_sasa	protein_sasa	complex_sasa
1k21_protein	1k21_ligand	444.980225	64.513034	689.752441	13993.208008	13793.000000
1k22_protein	1k22_ligand	431.661652	68.569798	629.521545	14025.541992	13791.740234
1kav_protein	1kav_ligand	292.701141	48.015161	609.601501	15009.540039	15033.739258
1k1y_protein	1k1y_ligand	462.473541	60.366069	766.115051	27883.988281	27725.156250
1kjr_protein	1kjr_ligand	318.607727	44.758152	711.842896	7858.812988	7933.440430
1kdk_protein	1kdk_ligand	355.637314	82.766649	429.686737	17382.347656	17100.759766
1kel_protein	1kel_ligand	313.682129	64.426489	486.883789	21483.406250	21342.925781
1k27_protein	1k27_ligand	335.120956	77.129389	434.491913	33857.921875	33622.171875
1kpm_protein	1kpm_ligand	486.842773	61.117176	796.572754	7410.852051	7233.739258
1km3_protein	1km3_ligand	285.696640	67.828596	421.203827	19013.396484	18863.207031
1ksn_protein	1ksn_ligand	459.542267	66.552802	690.492737	14901.099609	14672.507812
1kv1_protein	1kv1_ligand	377.194092	78.009238	483.524902	18165.886719	17895.023438
1k9s_protein	1k9s_ligand	315.263489	78.502394	401.597290	51671.136719	51442.207031
1kv5_protein	1kv5_ligand	171.333603	70.562891	242.809784	20698.398438	20598.541016
1kzk_protein	1kzk_ligand	611.331635	80.260042	761.688660	10691.722656	10230.748047
1kzn_protein	1kzn_ligand	476.577759	57.389145	830.431885	10220.988281	10098.264648
1l83_protein	1l83_ligand	145.175575	73.612330	197.216385	9131.207031	9038.072266
1laf_protein	1laf_ligand	230.119919	70.007273	328.708588	11645.151367	11513.620117
1l8g_protein	1l8g_ligand	337.760010	57.756374	584.801270	14127.958984	14037.240234
1koj_protein	1koj_ligand	247.014236	68.412198	361.067535	42612.132812	42479.171875
1kyv_protein	1kyv_ligand	391.664429	75.920519	515.887451	31436.519531	31169.078125
1lag_protein	1lag_ligand	196.016342	71.944858	272.453583	11773.087891	11653.508789
1kc7_protein	1kc7_ligand	157.565842	63.222216	249.225433	74747.562500	74681.656250
1lah_protein	1lah_ligand	191.793396	68.958727	278.127808	11675.959961	11570.500977
1lbf_protein	1lbf_ligand	366.809494	77.079977	475.881683	11904.434570	11646.697266
1lgw_protein	1lgw_ligand	163.876068	73.655661	222.489441	9321.000977	9215.738281
1lee_protein	1lee_ligand	560.174225	72.523923	772.399231	15891.638672	15543.689453
1lbk_protein	1lbk_ligand	293.628540	61.597795	476.686768	19522.126953	19411.556641
1lf2_protein	1lf2_ligand	554.919952	72.766503	762.603577	15932.029297	15584.792969
1li2_protein	1li2_ligand	154.316193	72.836770	211.865784	9278.225586	9181.458984
1li3_protein	1li3_ligand	173.286011	76.154393	227.545654	9359.806641	9240.780273
1lhu_protein	1lhu_ligand	346.321564	82.019164	422.244690	17428.240234	17157.841797
1lkk_protein	1lkk_ligand	446.892517	49.167880	908.911499	6753.306641	6768.433105
1lkl_protein	1lkl_ligand	386.036194	46.782153	825.178345	6407.324219	6460.430176
1li6_protein	1li6_ligand	150.764626	73.422717	205.337845	9234.695312	9138.503906
1lke_protein	1lke_ligand	407.246552	81.169349	501.724548	9424.184570	9111.416016
1lnm_protein	1lnm_ligand	401.634598	80.395121	499.575836	9640.792969	9337.099609
1lpg_protein	1lpg_ligand	480.129852	58.673871	818.302673	11951.007812	11809.050781
1lpk_protein	1lpk_ligand	420.391876	66.018604	636.777893	11894.861328	11690.855469
1lst_protein	1lst_ligand	214.596924	70.440729	304.648926	11609.796875	11485.251953
1lpz_protein	1lpz_ligand	416.206451	63.376401	656.721497	12008.930664	11833.239258
1loq_protein	1loq_ligand	292.240616	68.649431	425.699982	19067.660156	18908.878906
1lzq_protein	1lzq_ligand	670.429169	72.643109	922.908142	10289.074219	9871.124023
1m0b_protein	1m0b_ligand	646.923462	71.576074	903.826416	10102.729492	9712.708984
1lyb_protein	1lyb_ligand	625.614777	67.528726	926.442444	15924.302734	15599.515625
1lyx_protein	1lyx_ligand	177.327652	73.597525	240.942413	24847.146484	24733.433594
1m2p_protein	1m2p_ligand	285.301422	74.398411	383.477844	16999.255859	16812.130859
1m2q_protein	1m2q_ligand	269.565216	71.773862	375.575745	16991.449219	16827.894531
1lvu_protein	1lvu_ligand	326.191071	73.916582	441.296204	67785.851562	67574.765625
1m1b_protein	1m1b_ligand	173.842003	71.316247	243.762131	43804.976562	43701.054688
1m2r_protein	1m2r_ligand	281.205292	74.444779	377.736755	16867.853516	16683.179688
1m0n_protein	1m0n_ligand	392.898346	77.745152	505.367004	58868.085938	58587.656250
1m4h_protein	1m4h_ligand	768.065491	60.644442	1266.505981	18369.894531	18100.269531
1m0o_protein	1m0o_ligand	384.073883	78.916022	486.686829	60374.132812	60092.671875
1m0q_protein	1m0q_ligand	366.225037	78.075165	469.067261	58338.968750	58075.585938
1m7d_protein	1m7d_ligand	405.283783	62.606141	647.354675	21654.248047	21491.035156
1m48_protein	1m48_ligand	347.198975	48.199460	720.337891	7884.109863	7910.049805
1mai_protein	1mai_ligand	239.413010	53.609870	446.583832	7100.282715	7068.040527
1m7i_protein	1m7i_ligand	524.726227	55.611333	943.559875	21783.498047	21677.605469
1mes_protein	1mes_ligand	562.811981	74.529986	755.148376	10435.327148	10064.851562
1met_protein	1met_ligand	564.526550	76.244471	740.416382	10614.244141	10225.607422
1mfa_protein	1mfa_ligand	300.166565	50.204824	597.883911	11219.770508	11217.321289
1m83_protein	1m83_ligand	428.733398	75.284488	569.484375	29508.847656	29220.865234
1mfd_protein	1mfd_ligand	313.840454	52.033090	603.155518	19965.628906	19941.103516
1mfi_protein	1mfi_ligand	210.696472	70.869015	297.304077	15154.222656	15030.133789
1m7y_protein	1m7y_ligand	411.222687	71.889616	572.019592	35907.554688	35657.128906
1mh5_protein	1mh5_ligand	425.567596	64.552871	659.254333	19374.673828	19182.792969
1mq5_protein	1mq5_ligand	454.387909	64.004773	709.928162	14009.554688	13810.707031
1mq6_protein	1mq6_ligand	456.147675	61.770339	738.457458	14233.007812	14059.169922
1mjj_protein	1mjj_ligand	426.452972	63.885872	667.523132	20500.462891	20315.080078
1mrw_protein	1mrw_ligand	583.406891	81.204706	718.439758	10627.108398	10178.734375
1mrx_protein	1mrx_ligand	568.208527	79.141008	717.969788	10681.848633	10263.401367
1mrn_protein	1mrn_ligand	554.770630	58.208172	953.080322	18880.894531	18724.433594
1mrs_protein	1mrs_ligand	341.435623	75.028211	455.076324	19239.037109	19011.242188
1m5w_protein	1m5w_ligand	253.801971	78.169384	324.682068	78237.437500	78054.515625
1msm_protein	1msm_ligand	599.674744	78.028488	768.533081	10660.293945	10229.477539
1moq_protein	1moq_ligand	267.789627	75.427648	355.028473	27307.945312	27127.394531
1mtr_protein	1mtr_ligand	626.418274	77.750323	805.679321	10479.744141	10032.586914
1msn_protein	1msn_ligand	603.075897	77.179780	781.391052	10870.956055	10446.195312
1n0s_protein	1n0s_ligand	335.212280	74.123134	452.237061	10801.852539	10583.665039
1mu8_protein	1mu8_ligand	439.125366	69.528623	631.574951	13531.234375	13284.558594
1mu6_protein	1mu6_ligand	422.674774	69.455408	608.555603	13580.439453	13343.645508
1mue_protein	1mue_ligand	411.901062	69.348131	593.961304	13292.305664	13062.464844
1n4h_protein	1n4h_ligand	430.102661	78.979587	544.574463	13354.333008	13038.702148
1n4k_protein	1n4k_ligand	257.263702	57.200489	449.757874	17411.638672	17346.869141
1n46_protein	1n46_ligand	435.941772	79.190325	550.498779	24981.417969	24660.033203
1n3i_protein	1n3i_ligand	304.437286	75.262697	404.499573	29654.646484	29450.271484
1nc1_protein	1nc1_ligand	317.066971	73.596913	430.815582	18990.052734	18786.734375
1nf8_protein	1nf8_ligand	261.366730	75.305916	347.073303	18130.929688	17955.269531
1nc3_protein	1nc3_ligand	290.708282	73.816292	393.826721	18855.132812	18667.542969
1nfu_protein	1nfu_ligand	357.857880	58.523477	611.477478	14862.166016	14757.927734
1n5r_protein	1n5r_ligand	317.954834	49.655023	640.327637	42668.750000	42673.167969
1n1m_protein	1n1m_ligand	224.679703	65.546830	342.777374	64590.703125	64484.121094
1nfw_protein	1nfw_ligand	393.376007	66.650064	590.210999	14802.383789	14605.842773
1nh0_protein	1nh0_ligand	668.700867	71.483989	935.455444	10575.171875	10173.225586
1nfx_protein	1nfx_ligand	414.640869	63.231877	655.746582	15208.955078	15035.419922
1nfy_protein	1nfy_ligand	406.491547	66.212819	613.916687	14890.547852	14691.481445
1nhz_protein	1nhz_ligand	479.201202	74.057940	647.062561	14622.045898	14310.706055
1nhu_protein	1nhu_ligand	290.875977	50.969222	570.689453	25243.833984	25232.771484
1nja_protein	1nja_ligand	271.066925	65.841469	411.696350	29360.207031	29229.769531
1njc_protein	1njc_ligand	263.613205	62.551853	421.431488	29348.087891	29242.292969
1n51_protein	1n51_ligand	474.976746	70.315615	675.492554	76050.164062	75775.703125
1njd_protein	1njd_ligand	273.159729	64.664082	422.428833	28746.402344	28622.511719
1njs_protein	1njs_ligand	464.006195	63.499488	730.724304	10376.690430	10179.402344
1nje_protein	1nje_ligand	254.302841	60.540663	420.052948	28883.880859	28795.328125
1nki_protein	1nki_ligand	127.255035	64.950856	195.925110	13117.943359	13059.358398
1nli_protein	1nli_ligand	169.405113	69.792665	242.726242	12174.009766	12077.925781
1nl9_protein	1nl9_ligand	406.861450	53.628860	758.661377	14280.242188	14225.180664
1nm6_protein	1nm6_ligand	464.055695	70.001869	662.919006	13738.463867	13473.271484
1nny_protein	1nny_ligand	547.461914	56.098022	975.902344	14312.502930	14193.481445
1nq7_protein	1nq7_ligand	476.751801	78.612286	606.459656	13447.766602	13100.722656
1no6_protein	1no6_ligand	270.212006	58.082030	465.224792	14330.065430	14254.866211
1nt1_protein	1nt1_ligand	438.421661	68.919983	636.131409	13314.546875	13073.834961
1nvq_protein	1nvq_ligand	445.220490	74.297670	599.238831	14821.654297	14530.452148
1nvr_protein	1nvr_ligand	435.183716	74.733801	582.311768	14911.822266	14623.766602
1nvs_protein	1nvs_ligand	378.028564	75.465468	500.929199	14953.522461	14698.394531
1nw5_protein	1nw5_ligand	388.747253	67.143372	578.980835	14811.785156	14613.271484
1nw7_protein	1nw7_ligand	343.131805	62.442933	549.512634	15000.938477	14864.187500
1o0f_protein	1o0f_ligand	248.006302	48.519206	511.150787	7274.055176	7289.193359
1nz7_protein	1nz7_ligand	501.738434	53.937665	930.219055	14043.955078	13970.697266
1o0h_protein	1o0h_ligand	280.402496	54.198395	517.363098	7213.721680	7170.279785
1o0m_protein	1o0m_ligand	216.592102	52.586526	411.877563	7328.754395	7307.447754
1o0n_protein	1o0n_ligand	214.172272	51.495105	415.908020	7317.122070	7304.685547
1o2h_protein	1o2h_ligand	315.265228	60.063235	524.888855	9949.674805	9844.033203
1np0_protein	1np0_ligand	229.214600	68.048640	336.839355	41139.250000	41017.660156
1o2n_protein	1o2n_ligand	316.842499	61.308506	516.800232	9960.001953	9843.117188
1o2o_protein	1o2o_ligand	313.020081	60.529563	517.135864	9940.322266	9831.417969
1o2q_protein	1o2q_ligand	330.237732	60.648647	544.509644	9922.792969	9806.827148
1o2z_protein	1o2z_ligand	324.318329	48.878567	663.518494	9904.469727	9919.351562
1o3i_protein	1o3i_ligand	256.786713	56.680043	453.046082	9934.602539	9874.075195
1o3d_protein	1o3d_ligand	294.321594	59.143561	497.639282	9921.296875	9830.292969
1o3l_protein	1o3l_ligand	267.748459	54.417627	492.025238	9917.286133	9873.814453
1o5a_protein	1o5a_ligand	295.586685	59.709354	495.042511	11925.821289	11829.690430
1o30_protein	1o30_ligand	317.609131	50.574742	627.999512	9882.984375	9875.765625
1o33_protein	1o33_ligand	229.524750	58.825885	390.176453	9938.079102	9869.206055
1o7o_protein	1o7o_ligand	335.662308	71.013751	472.672272	14289.916016	14091.263672
1o5e_protein	1o5e_ligand	330.705200	63.970751	516.963135	16634.615234	16490.167969
1o38_protein	1o38_ligand	301.907928	51.807241	582.752380	9941.027344	9919.963867
1oar_protein	1oar_ligand	275.869461	68.919133	400.279938	11306.911133	11155.452148
1oau_protein	1oau_ligand	260.719208	67.919129	383.867126	11226.484375	11088.913086
1nw4_protein	1nw4_ligand	297.792618	77.194577	385.768829	56485.042969	56275.226562
1ocq_protein	1ocq_ligand	274.240723	63.000565	435.298828	12225.368164	12112.185547
1od8_protein	1od8_ligand	238.206696	60.097731	396.365540	11912.971680	11832.923828
1oba_protein	1oba_ligand	136.750465	56.487268	242.090775	17582.023438	17550.613281
1ogx_protein	1ogx_ligand	295.166183	72.132233	409.201508	13146.948242	12965.817383
1oe8_protein	1oe8_ligand	257.339813	54.313711	473.802673	22110.988281	22070.111328
1ohr_protein	1ohr_ligand	574.952484	76.862226	748.029968	9932.264648	9530.389648
1ogz_protein	1ogz_ligand	281.621658	66.433950	423.912262	13167.067383	13027.736328
1oif_protein	1oif_ligand	187.721710	68.305601	274.826233	17999.177734	17898.560547
1ogg_protein	1ogg_ligand	466.850647	59.537626	784.127075	41453.406250	41303.832031
1odi_protein	1odi_ligand	292.969238	76.527421	382.829102	50925.070312	50721.960938
1odj_protein	1odj_ligand	297.598221	75.667361	393.298004	51933.011719	51731.113281
1ogd_protein	1ogd_ligand	171.478409	70.858909	241.999786	53517.308594	53416.351562
1ony_protein	1ony_ligand	440.084412	55.596728	791.565308	14119.286133	14030.682617
1om1_protein	1om1_ligand	319.245041	74.871180	426.392426	16793.681641	16581.583984
1onz_protein	1onz_ligand	286.201233	58.307882	490.844849	14142.514648	14060.957031
1oss_protein	1oss_ligand	179.120552	70.581532	253.778214	10084.033203	9979.570312
1ork_protein	1ork_ligand	525.447021	79.260708	662.935059	21898.386719	21510.427734
1ols_protein	1ols_ligand	425.733032	76.725766	554.876221	51321.929688	51025.339844
1owe_protein	1owe_ligand	282.479965	60.090513	470.090790	12552.542969	12457.673828
1oxr_protein	1oxr_ligand	221.952118	72.796141	304.895447	7209.707031	7070.698242
1os5_protein	1os5_ligand	366.875732	52.558971	698.026855	25779.291016	25743.566406
1owh_protein	1owh_ligand	314.302094	60.311923	521.127625	12562.722656	12455.246094
1oyq_protein	1oyq_ligand	382.528137	48.024976	796.519165	9971.569336	10003.032227
1olu_protein	1olu_ligand	414.598602	74.266260	558.259705	50582.027344	50311.089844
1oyt_protein	1oyt_ligand	415.049713	71.715239	578.746887	14084.430664	13833.078125
1olx_protein	1olx_ligand	407.012726	72.946703	557.959045	51918.449219	51662.382812
1p1n_protein	1p1n_ligand	248.805923	72.274259	344.252472	23724.599609	23571.240234
1pa9_protein	1pa9_ligand	206.411377	64.272204	321.151855	13171.051758	13079.380859
1pb8_protein	1pb8_ligand	135.161110	63.142698	214.056595	14275.205078	14218.939453
1p1o_protein	1p1o_ligand	205.219208	69.881155	293.668884	23964.572266	23847.802734
1p19_protein	1p19_ligand	243.491409	55.792368	436.424225	18856.503906	18805.945312
1pb9_protein	1pb9_ligand	134.100220	63.120707	212.450439	13997.062500	13941.312500
1pbq_protein	1pbq_ligand	241.189850	70.309571	343.039856	27965.421875	27826.082031
1oz0_protein	1oz0_ligand	639.703186	62.100504	1030.109497	49911.050781	49661.753906
1pme_protein	1pme_ligand	362.317566	65.053925	556.949585	17471.236328	17303.550781
1pdz_protein	1pdz_ligand	138.873833	58.804546	236.161728	32530.636719	32489.050781
1pot_protein	1pot_ligand	247.758011	70.934978	349.274811	14920.051758	14773.810547
1pgp_protein	1pgp_ligand	251.506256	68.660249	366.305481	38530.191406	38393.484375
1ppc_protein	1ppc_ligand	371.469330	55.214049	672.780457	9946.251953	9876.093750
1pph_protein	1pph_ligand	311.290497	54.151187	574.854431	9929.684570	9881.958008
1phw_protein	1phw_ligand	196.086472	63.278201	309.879974	44381.101562	44298.808594
1ppk_protein	1ppk_ligand	486.115662	65.552384	741.568237	13625.689453	13395.026367
1ppl_protein	1ppl_ligand	574.983643	69.985142	821.579590	13702.169922	13373.782227
1pkx_protein	1pkx_ligand	344.694077	71.414114	482.669403	48666.632812	48459.914062
1ppi_protein	1ppi_ligand	576.482544	64.142964	898.746338	19521.396484	19267.177734
1ppm_protein	1ppm_ligand	541.001404	65.373734	827.551636	13694.302734	13439.851562
1pro_protein	1pro_ligand	579.512665	78.419018	738.995056	10656.398438	10236.368164
1pxn_protein	1pxn_ligand	375.386673	80.789753	464.646393	16143.282227	15857.155273
1pxo_protein	1pxo_ligand	331.994171	72.764434	456.258850	16057.005859	15849.276367
1pxp_protein	1pxp_ligand	381.683258	74.475873	512.492493	15950.265625	15699.391602
1pyn_protein	1pyn_ligand	459.312439	53.240543	862.711792	14157.221680	14101.308594
1pzp_protein	1pzp_ligand	307.022644	63.926456	480.274780	12298.755859	12164.985352
1pz5_protein	1pz5_ligand	545.850342	51.366336	1062.661621	21365.382812	21336.343750
1q7a_protein	1q7a_ligand	346.513062	65.204443	531.425537	7984.414551	7822.813965
1pzi_protein	1pzi_ligand	218.926849	49.546485	441.861511	23352.125000	23356.132812
1pr5_protein	1pr5_ligand	280.807373	72.216446	388.841309	51106.871094	50934.097656
1q8t_protein	1q8t_ligand	318.626328	73.422694	433.961639	19038.171875	18834.880859
1q8u_protein	1q8u_ligand	336.975220	74.095276	454.786377	19825.886719	19606.722656
1q5k_protein	1q5k_ligand	292.080627	62.179293	469.739380	35985.652344	35871.230469
1pvn_protein	1pvn_ligand	332.149033	74.193906	447.676971	55836.390625	55619.769531
1q91_protein	1q91_ligand	357.027832	67.786408	526.695312	11055.286133	10867.925781
1q8w_protein	1q8w_ligand	307.753265	73.906510	416.408875	19288.732422	19089.634766
1q72_protein	1q72_ligand	291.679459	62.934335	463.466339	20923.353516	20803.460938
1qan_protein	1qan_ligand	415.326996	76.330885	544.113953	13583.027344	13296.487305
1qb1_protein	1qb1_ligand	392.614410	50.510016	777.300110	10104.422852	10096.494141
1qb6_protein	1qb6_ligand	326.544189	56.276134	580.253418	9970.030273	9897.195312
1qb9_protein	1qb9_ligand	386.974030	53.550734	722.630676	9808.921875	9757.604492
1q1g_protein	1q1g_ligand	335.954147	77.056794	435.982513	56552.777344	56316.851562
1qbn_protein	1qbn_ligand	352.739197	57.373744	614.809448	9981.473633	9890.804688
1qbo_protein	1qbo_ligand	384.698090	56.607499	679.588562	9992.956055	9903.148438
1qbr_protein	1qbr_ligand	646.271149	68.916830	937.755188	10534.639648	10179.852539
1qbs_protein	1qbs_ligand	563.307159	75.267362	748.408264	10743.345703	10365.139648
1qbt_protein	1qbt_ligand	696.333679	65.870553	1057.124390	10232.419922	9896.876953
1qaw_protein	1qaw_ligand	253.363205	73.773598	343.433441	34456.984375	34293.691406
1qft_protein	1qft_ligand	185.128159	73.817852	250.790497	9329.759766	9210.293945
1q84_protein	1q84_ligand	671.895538	72.593972	925.552795	43217.554688	42799.316406
1qbu_protein	1qbu_ligand	565.112640	71.741591	787.705750	10596.025391	10253.505859
1qhc_protein	1qhc_ligand	458.191864	53.766128	852.194275	7178.072266	7113.882812
1qbv_protein	1qbv_ligand	406.950531	68.344156	595.443054	13384.256836	13165.798828
1ql7_protein	1ql7_ligand	368.227448	55.350942	665.259583	9575.485352	9504.290039
1qkt_protein	1qkt_ligand	343.018463	80.999119	423.484192	26441.345703	26178.792969
1ql9_protein	1ql9_ligand	400.745209	60.382128	663.681824	10061.492188	9923.683594
1qka_protein	1qka_ligand	567.441193	78.682193	721.181213	22307.505859	21893.804688
1qkb_protein	1qkb_ligand	495.636932	78.919343	628.029724	22208.818359	21845.574219
