Receptor	Ligand	DV20_Score_pK
1qb9_protein	1qb9_ligand	6.710000
1qbn_protein	1qbn_ligand	6.530000
1qbo_protein	1qbo_ligand	7.170000
1q1g_protein	1q1g_ligand	6.750000
1qaw_protein	1qaw_ligand	6.220000
1qbr_protein	1qbr_ligand	10.100000
1qbs_protein	1qbs_ligand	9.550000
1qbt_protein	1qbt_ligand	10.890000
1qbu_protein	1qbu_ligand	9.420000
1q84_protein	1q84_ligand	10.550000
1qbv_protein	1qbv_ligand	6.030000
1qft_protein	1qft_ligand	4.920000
1qhc_protein	1qhc_ligand	5.780000
1qf0_protein	1qf0_ligand	7.780000
1qf1_protein	1qf1_ligand	6.940000
1qf2_protein	1qf2_ligand	5.660000
1qbq_protein	1qbq_ligand	5.600000
1qji_protein	1qji_ligand	6.020000
1qin_protein	1qin_ligand	7.250000
1ql7_protein	1ql7_ligand	6.060000
1ql9_protein	1ql9_ligand	6.520000
1qka_protein	1qka_ligand	6.550000
1qkb_protein	1qkb_ligand	6.980000
1qkt_protein	1qkt_ligand	7.410000
1qy1_protein	1qy1_ligand	5.430000
1qy2_protein	1qy2_ligand	4.500000
1qxk_protein	1qxk_ligand	6.380000
1qxl_protein	1qxl_ligand	6.750000
1r0p_protein	1r0p_ligand	8.490000
1qyg_protein	1qyg_ligand	6.680000
1qk4_protein	1qk4_ligand	5.840000
1qk3_protein	1qk3_ligand	5.270000
1r9l_protein	1r9l_ligand	4.460000
1r5y_protein	1r5y_ligand	4.860000
1rnm_protein	1rnm_ligand	3.750000
1rbp_protein	1rbp_ligand	6.880000
1rmz_protein	1rmz_ligand	6.470000
1rd4_protein	1rd4_ligand	7.070000
1rnt_protein	1rnt_ligand	3.490000
1rjk_protein	1rjk_ligand	9.680000
1r1h_protein	1r1h_ligand	7.190000
1r1j_protein	1r1j_ligand	4.130000
1rpf_protein	1rpf_ligand	3.900000
1ro6_protein	1ro6_ligand	6.430000
1rpj_protein	1rpj_ligand	5.520000
1rtf_protein	1rtf_ligand	4.270000
1rql_protein	1rql_ligand	3.650000
1s19_protein	1s19_ligand	9.240000
1sb1_protein	1sb1_ligand	7.010000
1s38_protein	1s38_ligand	5.680000
1s39_protein	1s39_ligand	5.360000
1sbg_protein	1sbg_ligand	8.190000
1sdt_protein	1sdt_ligand	8.810000
1sdu_protein	1sdu_ligand	8.650000
1sdv_protein	1sdv_ligand	8.470000
1sgu_protein	1sgu_ligand	7.640000
1rr6_protein	1rr6_ligand	7.040000
1sh9_protein	1sh9_ligand	6.880000
1s5z_protein	1s5z_ligand	4.180000
1siv_protein	1siv_ligand	8.270000
1s89_protein	1s89_ligand	5.120000
1sl3_protein	1sl3_ligand	9.200000
1sln_protein	1sln_ligand	6.310000
1sqa_protein	1sqa_ligand	6.080000
1sqo_protein	1sqo_ligand	6.710000
1sqt_protein	1sqt_ligand	6.130000
1sld_protein	1sld_ligand	7.050000
1sr7_protein	1sr7_ligand	9.570000
1rp7_protein	1rp7_ligand	7.160000
1srg_protein	1srg_ligand	5.110000
1sv3_protein	1sv3_ligand	2.980000
1stc_protein	1stc_ligand	9.020000
1sw2_protein	1sw2_ligand	5.560000
1str_protein	1str_ligand	5.690000
1swg_protein	1swg_ligand	5.500000
1t4v_protein	1t4v_ligand	7.150000
1szd_protein	1szd_ligand	5.440000
1swr_protein	1swr_ligand	6.150000
1syh_protein	1syh_ligand	6.980000
1syi_protein	1syi_ligand	6.290000
1t7d_protein	1t7d_ligand	5.990000
1t7j_protein	1t7j_ligand	8.530000
1px4_protein	1px4_ligand	4.400000
1t32_protein	1t32_ligand	7.990000
1t31_protein	1t31_ligand	7.910000
1tcx_protein	1tcx_ligand	7.890000
1ta6_protein	1ta6_ligand	8.240000
1td7_protein	1td7_ligand	4.560000
1tlp_protein	1tlp_ligand	5.320000
1ssq_protein	1ssq_ligand	4.920000
1tng_protein	1tng_ligand	3.460000
1t5f_protein	1t5f_ligand	4.180000
1tnh_protein	1tnh_ligand	3.520000
1tmn_protein	1tmn_ligand	5.970000
1tni_protein	1tni_ligand	2.530000
1tom_protein	1tom_ligand	7.630000
1trd_protein	1trd_ligand	3.450000
1tq4_protein	1tq4_ligand	6.470000
1ttm_protein	1ttm_ligand	5.550000
1tpw_protein	1tpw_ligand	4.430000
1u1b_protein	1u1b_ligand	5.870000
1tx7_protein	1tx7_ligand	4.570000
1txr_protein	1txr_ligand	6.390000
1tsy_protein	1tsy_ligand	6.170000
1u71_protein	1u71_ligand	7.080000
1thz_protein	1thz_ligand	5.280000
1tjp_protein	1tjp_ligand	5.450000
1u33_protein	1u33_ligand	4.710000
1u1w_protein	1u1w_ligand	5.790000
1ui0_protein	1ui0_ligand	5.590000
1ua4_protein	1ua4_ligand	4.570000
1tkb_protein	1tkb_ligand	6.890000
1uho_protein	1uho_ligand	7.530000
1uj5_protein	1uj5_ligand	3.490000
1ugx_protein	1ugx_ligand	4.550000
1uml_protein	1uml_ligand	7.390000
1ucn_protein	1ucn_ligand	5.070000
1u0g_protein	1u0g_ligand	4.620000
1usn_protein	1usn_ligand	6.260000
1utj_protein	1utj_ligand	3.640000
1utl_protein	1utl_ligand	2.840000
1utm_protein	1utm_ligand	2.880000
1utn_protein	1utn_ligand	3.740000
1uto_protein	1uto_ligand	3.160000
1usi_protein	1usi_ligand	5.470000
1uou_protein	1uou_ligand	6.520000
1uvt_protein	1uvt_ligand	7.370000
1upf_protein	1upf_ligand	3.570000
1ur9_protein	1ur9_ligand	7.260000
1uwf_protein	1uwf_ligand	5.530000
1v0k_protein	1v0k_ligand	5.220000
1uz4_protein	1uz4_ligand	3.950000
1v0l_protein	1v0l_ligand	6.020000
1uz1_protein	1uz1_ligand	4.800000
1uz8_protein	1uz8_ligand	5.210000
1v2j_protein	1v2j_ligand	4.060000
1v2k_protein	1v2k_ligand	7.210000
1usk_protein	1usk_ligand	4.730000
1uv6_protein	1uv6_ligand	4.100000
1v2l_protein	1v2l_ligand	4.080000
1v2n_protein	1v2n_ligand	6.760000
1uw6_protein	1uw6_ligand	5.980000
1v2o_protein	1v2o_ligand	4.520000
1v2r_protein	1v2r_ligand	4.350000
1v2s_protein	1v2s_ligand	4.280000
1v2t_protein	1v2t_ligand	4.650000
1v2u_protein	1v2u_ligand	4.080000
1v2w_protein	1v2w_ligand	4.340000
1v7a_protein	1v7a_ligand	6.180000
1vyf_protein	1vyf_ligand	6.990000
1vyg_protein	1vyg_ligand	7.560000
1vso_protein	1vso_ligand	4.950000
1w0z_protein	1w0z_ligand	6.500000
1v1m_protein	1v1m_ligand	6.440000
1vzq_protein	1vzq_ligand	8.330000
1v48_protein	1v48_ligand	4.800000
1w3k_protein	1w3k_ligand	5.290000
1w3j_protein	1w3j_ligand	5.390000
1vfn_protein	1vfn_ligand	3.740000
1w3l_protein	1w3l_ligand	5.710000
1w4o_protein	1w4o_ligand	4.200000
1v1j_protein	1v1j_ligand	5.540000
1w4p_protein	1w4p_ligand	4.310000
1uwt_protein	1uwt_ligand	5.420000
1uwu_protein	1uwu_ligand	5.480000
1w4q_protein	1w4q_ligand	4.150000
1w5w_protein	1w5w_ligand	9.270000
1w5v_protein	1w5v_ligand	8.920000
1w5x_protein	1w5x_ligand	9.400000
1w5y_protein	1w5y_ligand	8.830000
1v11_protein	1v11_ligand	6.170000
1v16_protein	1v16_ligand	6.900000
1w7g_protein	1w7g_ligand	5.680000
1w11_protein	1w11_ligand	6.600000
1w9u_protein	1w9u_ligand	6.780000
1w9v_protein	1w9v_ligand	6.090000
1w13_protein	1w13_ligand	7.550000
1wdn_protein	1wdn_ligand	5.590000
1wc1_protein	1wc1_ligand	4.900000
1ws1_protein	1ws1_ligand	7.450000
1w96_protein	1w96_ligand	8.680000
1wm1_protein	1wm1_ligand	5.180000
1wcq_protein	1wcq_ligand	5.230000
1wn6_protein	1wn6_ligand	6.690000
1x8d_protein	1x8d_ligand	3.070000
1wht_protein	1wht_ligand	4.110000
1ws4_protein	1ws4_ligand	3.580000
1x1z_protein	1x1z_ligand	5.760000
1wvj_protein	1wvj_ligand	6.970000
1x8r_protein	1x8r_ligand	6.700000
1x8t_protein	1x8t_ligand	5.540000
1xap_protein	1xap_ligand	9.370000
1xbo_protein	1xbo_ligand	7.120000
1x38_protein	1x38_ligand	6.810000
1x8j_protein	1x8j_ligand	6.880000
1x39_protein	1x39_ligand	6.220000
1xd0_protein	1xd0_ligand	5.170000
1xff_protein	1xff_ligand	4.830000
1xgi_protein	1xgi_ligand	5.020000
1xh4_protein	1xh4_ligand	8.500000
1xh5_protein	1xh5_ligand	8.400000
1xh9_protein	1xh9_ligand	9.230000
1xk5_protein	1xk5_ligand	4.830000
1xjd_protein	1xjd_ligand	8.780000
1xk9_protein	1xk9_ligand	3.460000
1xhy_protein	1xhy_ligand	6.600000
1xka_protein	1xka_ligand	6.470000
1xow_protein	1xow_ligand	8.990000
1xkk_protein	1xkk_ligand	7.800000
1xpz_protein	1xpz_ligand	7.300000
1xq0_protein	1xq0_ligand	6.130000
1xt8_protein	1xt8_ligand	5.470000
1xug_protein	1xug_ligand	5.900000
1xr9_protein	1xr9_ligand	7.640000
1xws_protein	1xws_ligand	7.660000
1y1z_protein	1y1z_ligand	4.140000
1wuq_protein	1wuq_ligand	6.810000
1y3v_protein	1y3v_ligand	6.950000
1y0l_protein	1y0l_ligand	6.320000
1wur_protein	1wur_ligand	6.280000
1y3x_protein	1y3x_ligand	6.690000
1y3p_protein	1y3p_ligand	4.690000
1y3n_protein	1y3n_ligand	5.680000
1y20_protein	1y20_ligand	4.030000
1y6q_protein	1y6q_ligand	7.640000
1yc1_protein	1yc1_ligand	7.330000
1y6r_protein	1y6r_ligand	8.120000
1yc4_protein	1yc4_ligand	6.680000
1yda_protein	1yda_ligand	6.680000
1ydb_protein	1ydb_ligand	5.990000
1ydd_protein	1ydd_ligand	3.960000
1ydr_protein	1ydr_ligand	6.000000
1ydk_protein	1ydk_ligand	5.360000
1ydt_protein	1ydt_ligand	7.140000
1yds_protein	1yds_ligand	6.090000
1yet_protein	1yet_ligand	6.700000
1yei_protein	1yei_ligand	7.110000
1yp9_protein	1yp9_ligand	6.430000
1yej_protein	1yej_ligand	6.830000
1ype_protein	1ype_ligand	8.370000
1ypg_protein	1ypg_ligand	8.020000
1ypj_protein	1ypj_ligand	7.960000
1yqj_protein	1yqj_ligand	8.990000
1yvm_protein	1yvm_ligand	5.100000
1yfz_protein	1yfz_ligand	3.910000
1z6s_protein	1z6s_ligand	4.690000
1z1h_protein	1z1h_ligand	8.450000
1z4o_protein	1z4o_ligand	5.280000
1yqy_protein	1yqy_ligand	7.980000
1z6e_protein	1z6e_ligand	9.130000
1yq7_protein	1yq7_ligand	4.450000
1z9y_protein	1z9y_ligand	6.140000
1z9g_protein	1z9g_ligand	4.880000
1z71_protein	1z71_ligand	8.240000
1z95_protein	1z95_ligand	8.930000
1zdp_protein	1zdp_ligand	4.970000
1zc9_protein	1zc9_ligand	2.640000
1zfq_protein	1zfq_ligand	5.630000
1zge_protein	1zge_ligand	4.870000
1zea_protein	1zea_ligand	4.910000
1zgi_protein	1zgi_ligand	6.800000
1zpa_protein	1zpa_ligand	6.050000
1zs0_protein	1zs0_ligand	6.220000
1zp8_protein	1zp8_ligand	7.080000
1zsf_protein	1zsf_ligand	8.090000
1zvx_protein	1zvx_ligand	6.640000
1zhy_protein	1zhy_ligand	7.160000
1zoe_protein	1zoe_ligand	6.210000
1zog_protein	1zog_ligand	5.840000
1zoh_protein	1zoh_ligand	6.710000
2a5s_protein	2a5s_ligand	5.590000
2a14_protein	2a14_ligand	5.950000
2a4m_protein	2a4m_ligand	1.290000
2a5b_protein	2a5b_ligand	5.030000
2aac_protein	2aac_ligand	3.770000
2a5c_protein	2a5c_ligand	4.800000
2a8g_protein	2a8g_ligand	2.840000
2afw_protein	2afw_ligand	4.310000
2afx_protein	2afx_ligand	4.310000
2am4_protein	2am4_ligand	4.790000
2amt_protein	2amt_ligand	5.020000
2al5_protein	2al5_ligand	7.290000
2ans_protein	2ans_ligand	5.050000
2aoc_protein	2aoc_ligand	6.160000
2aod_protein	2aod_ligand	6.090000
2aoe_protein	2aoe_ligand	7.300000
2arm_protein	2arm_ligand	2.390000
2aog_protein	2aog_ligand	6.650000
2aqu_protein	2aqu_ligand	8.500000
2avm_protein	2avm_ligand	6.360000
2avo_protein	2avo_ligand	8.330000
2avq_protein	2avq_ligand	6.270000
2avs_protein	2avs_ligand	8.450000
2ax9_protein	2ax9_ligand	7.780000
2ayr_protein	2ayr_ligand	8.610000
2azr_protein	2azr_ligand	5.040000
2b4l_protein	2b4l_ligand	4.700000
2b07_protein	2b07_ligand	6.300000
2baj_protein	2baj_ligand	8.690000
2bak_protein	2bak_ligand	8.530000
2bes_protein	2bes_ligand	4.530000
2b7d_protein	2b7d_ligand	6.380000
2b9a_protein	2b9a_ligand	5.550000
2bal_protein	2bal_ligand	6.980000
2bfq_protein	2bfq_ligand	6.340000
2bet_protein	2bet_ligand	3.490000
2bfr_protein	2bfr_ligand	6.230000
2aj8_protein	2aj8_ligand	6.130000
2bmk_protein	2bmk_ligand	4.250000
2boh_protein	2boh_ligand	6.750000
2b1g_protein	2b1g_ligand	6.340000
2b1i_protein	2b1i_ligand	6.150000
2bpv_protein	2bpv_ligand	8.000000
2bpy_protein	2bpy_ligand	8.230000
2bqv_protein	2bqv_ligand	8.310000
2bok_protein	2bok_ligand	6.980000
2bq7_protein	2bq7_ligand	6.280000
2boj_protein	2boj_ligand	5.050000
2br1_protein	2br1_ligand	5.850000
2brb_protein	2brb_ligand	6.070000
2brm_protein	2brm_ligand	5.410000
2bt9_protein	2bt9_ligand	5.150000
2buv_protein	2buv_ligand	3.200000
2bvd_protein	2bvd_ligand	5.540000
2bvr_protein	2bvr_ligand	4.580000
2bza_protein	2bza_ligand	3.350000
2bvs_protein	2bvs_ligand	4.110000
2bz6_protein	2bz6_ligand	6.210000
2c3i_protein	2c3i_ligand	7.050000
2c3l_protein	2c3l_ligand	4.380000
2c1p_protein	2c1p_ligand	6.620000
2c80_protein	2c80_ligand	5.400000
2bo4_protein	2bo4_ligand	3.130000
2ca8_protein	2ca8_ligand	4.020000
2c92_protein	2c92_ligand	6.070000
2c97_protein	2c97_ligand	5.260000
2c94_protein	2c94_ligand	6.460000
2cbz_protein	2cbz_ligand	5.020000
2cbu_protein	2cbu_ligand	5.980000
2cbj_protein	2cbj_ligand	5.820000
2bys_protein	2bys_ligand	8.120000
2byr_protein	2byr_ligand	7.640000
2cbv_protein	2cbv_ligand	5.540000
2cej_protein	2cej_ligand	9.120000
2ccb_protein	2ccb_ligand	4.670000
2cen_protein	2cen_ligand	8.890000
2cc7_protein	2cc7_ligand	6.160000
2ce9_protein	2ce9_ligand	5.630000
2ccc_protein	2ccc_ligand	6.680000
2cex_protein	2cex_ligand	4.490000
2cf8_protein	2cf8_ligand	8.270000
2ces_protein	2ces_ligand	5.660000
2ceq_protein	2ceq_ligand	5.000000
2cet_protein	2cet_ligand	6.940000
2cer_protein	2cer_ligand	6.750000
2cf9_protein	2cf9_ligand	7.950000
2cgf_protein	2cgf_ligand	6.780000
2cgr_protein	2cgr_ligand	7.340000
2cn0_protein	2cn0_ligand	8.500000
2d0k_protein	2d0k_ligand	5.530000
2d1n_protein	2d1n_ligand	6.820000
2d1o_protein	2d1o_ligand	6.620000
2ctc_protein	2ctc_ligand	4.630000
2csn_protein	2csn_ligand	4.340000
2doo_protein	2doo_ligand	5.840000
2dri_protein	2dri_ligand	6.350000
2drc_protein	2drc_ligand	6.250000
2d3z_protein	2d3z_ligand	6.810000
2d3u_protein	2d3u_ligand	6.830000
2cle_protein	2cle_ligand	5.060000
2clh_protein	2clh_ligand	5.310000
2cht_protein	2cht_ligand	5.860000
2e1w_protein	2e1w_ligand	6.730000
2cli_protein	2cli_ligand	4.960000
2e2r_protein	2e2r_ligand	6.910000
2clk_protein	2clk_ligand	4.230000
2e2p_protein	2e2p_ligand	4.840000
2e27_protein	2e27_ligand	7.590000
2e9u_protein	2e9u_ligand	8.330000
2e7f_protein	2e7f_ligand	5.900000
2dw7_protein	2dw7_ligand	4.310000
2e91_protein	2e91_ligand	4.300000
2e92_protein	2e92_ligand	5.090000
2euk_protein	2euk_ligand	6.930000
2erz_protein	2erz_ligand	6.110000
2evl_protein	2evl_ligand	6.540000
2e94_protein	2e94_ligand	6.900000
2ewa_protein	2ewa_ligand	8.380000
2f1g_protein	2f1g_ligand	5.060000
2exm_protein	2exm_ligand	3.680000
2ez7_protein	2ez7_ligand	1.540000
2f6t_protein	2f6t_ligand	6.300000
2ews_protein	2ews_ligand	5.210000
2f7i_protein	2f7i_ligand	5.250000
2f8g_protein	2f8g_ligand	8.450000
2f34_protein	2f34_ligand	6.210000
2f35_protein	2f35_ligand	5.710000
2epn_protein	2epn_ligand	5.250000
2f80_protein	2f80_ligand	8.240000
2f81_protein	2f81_ligand	7.710000
2fgu_protein	2fgu_ligand	8.580000
2fgv_protein	2fgv_ligand	8.590000
2fdp_protein	2fdp_ligand	8.000000
2f9k_protein	2f9k_ligand	4.070000
2fle_protein	2fle_ligand	8.990000
2fmb_protein	2fmb_ligand	7.970000
2f94_protein	2f94_ligand	5.130000
2f7o_protein	2f7o_ligand	5.180000
2f7p_protein	2f7p_ligand	5.290000
2fqo_protein	2fqo_ligand	4.560000
2fqt_protein	2fqt_ligand	4.520000
2flr_protein	2flr_ligand	6.860000
2fqw_protein	2fqw_ligand	6.520000
2fqx_protein	2fqx_ligand	6.900000
2fu8_protein	2fu8_ligand	3.180000
2fqy_protein	2fqy_ligand	6.240000
2fvd_protein	2fvd_ligand	7.550000
2fx6_protein	2fx6_ligand	4.630000
2fxs_protein	2fxs_ligand	4.810000
2fpz_protein	2fpz_ligand	4.280000
2fxu_protein	2fxu_ligand	6.840000
2fxv_protein	2fxv_ligand	6.220000
2gj5_protein	2gj5_ligand	6.030000
2g5u_protein	2g5u_ligand	7.150000
2gh9_protein	2gh9_ligand	5.900000
2g94_protein	2g94_ligand	7.730000
2gkl_protein	2gkl_ligand	3.820000
2fw6_protein	2fw6_ligand	3.710000
2gss_protein	2gss_ligand	4.040000
2gsu_protein	2gsu_ligand	4.060000
2gv6_protein	2gv6_ligand	6.470000
2gst_protein	2gst_ligand	6.440000
2gv7_protein	2gv7_ligand	7.360000
2gvv_protein	2gvv_ligand	5.390000
2ewb_protein	2ewb_ligand	3.510000
2glp_protein	2glp_ligand	5.890000
2gl0_protein	2gl0_ligand	5.300000
2h4g_protein	2h4g_ligand	5.240000
2h4k_protein	2h4k_ligand	5.040000
2gzl_protein	2gzl_ligand	6.720000
2h4n_protein	2h4n_ligand	7.630000
2gvj_protein	2gvj_ligand	8.200000
2gz2_protein	2gz2_ligand	4.860000
2h6t_protein	2h6t_ligand	6.450000
2h15_protein	2h15_ligand	5.760000
2h21_protein	2h21_ligand	5.660000
2hah_protein	2hah_ligand	7.150000
2gyi_protein	2gyi_ligand	4.500000
2hb1_protein	2hb1_ligand	4.350000
2hb3_protein	2hb3_ligand	9.750000
2hhn_protein	2hhn_ligand	6.460000
2haw_protein	2haw_ligand	6.410000
2hl4_protein	2hl4_ligand	6.020000
2ha2_protein	2ha2_ligand	4.390000
2ha3_protein	2ha3_ligand	3.190000
2ha6_protein	2ha6_ligand	4.630000
2fzg_protein	2fzg_ligand	1.330000
2fzc_protein	2fzc_ligand	3.570000
2hkf_protein	2hkf_ligand	6.600000
2hnc_protein	2hnc_ligand	5.640000
2fzk_protein	2fzk_ligand	1.960000
2hnx_protein	2hnx_ligand	6.900000
2hjb_protein	2hjb_ligand	4.190000
2hu6_protein	2hu6_ligand	6.380000
2hs1_protein	2hs1_ligand	8.830000
2hoc_protein	2hoc_ligand	7.320000
2h6b_protein	2h6b_ligand	4.580000
2hxm_protein	2hxm_ligand	5.690000
2i3h_protein	2i3h_ligand	6.440000
2i0a_protein	2i0a_ligand	8.340000
2i3i_protein	2i3i_ligand	6.930000
2i4d_protein	2i4d_ligand	9.770000
2hmu_protein	2hmu_ligand	5.440000
2hmv_protein	2hmv_ligand	5.800000
2hzl_protein	2hzl_ligand	3.580000
2i4u_protein	2i4u_ligand	10.040000
2hzy_protein	2hzy_ligand	5.860000
2i4w_protein	2i4w_ligand	9.400000
2i4v_protein	2i4v_ligand	9.840000
2i4x_protein	2i4x_ligand	9.200000
2i6b_protein	2i6b_ligand	5.990000
2h3e_protein	2h3e_ligand	7.940000
2i4j_protein	2i4j_ligand	4.620000
2idw_protein	2idw_ligand	9.060000
2i2c_protein	2i2c_ligand	5.360000
2i4z_protein	2i4z_ligand	4.880000
2ihj_protein	2ihj_ligand	4.760000
2ihq_protein	2ihq_ligand	8.370000
2i19_protein	2i19_ligand	5.580000
2i80_protein	2i80_ligand	6.060000
2iwx_protein	2iwx_ligand	6.950000
2iuz_protein	2iuz_ligand	5.660000
2j2u_protein	2j2u_ligand	6.890000
2izl_protein	2izl_ligand	6.110000
2isw_protein	2isw_ligand	6.020000
2j4i_protein	2j4i_ligand	7.540000
2j7b_protein	2j7b_ligand	5.310000
2j7d_protein	2j7d_ligand	5.620000
2f2h_protein	2f2h_ligand	5.670000
2j4g_protein	2j4g_ligand	6.140000
2j7e_protein	2j7e_ligand	5.970000
2j7f_protein	2j7f_ligand	5.130000
2j7g_protein	2j7g_ligand	5.460000
2j34_protein	2j34_ligand	6.750000
2j7h_protein	2j7h_ligand	6.250000
2j27_protein	2j27_ligand	3.100000
2j75_protein	2j75_ligand	6.240000
2j77_protein	2j77_ligand	5.540000
2j78_protein	2j78_ligand	5.420000
2j47_protein	2j47_ligand	6.000000
2j94_protein	2j94_ligand	6.510000
2j95_protein	2j95_ligand	7.560000
2j79_protein	2j79_ligand	5.530000
2jdm_protein	2jdm_ligand	5.300000
2jdp_protein	2jdp_ligand	5.280000
2jds_protein	2jds_ligand	7.410000
2jew_protein	2jew_ligand	5.340000
2jdu_protein	2jdu_ligand	5.470000
2jf4_protein	2jf4_ligand	7.610000
2jfz_protein	2jfz_ligand	6.240000
2j62_protein	2j62_ligand	8.320000
2jh0_protein	2jh0_ligand	7.250000
2jh5_protein	2jh5_ligand	6.740000
2iko_protein	2iko_ligand	6.890000
2jh6_protein	2jh6_ligand	6.900000
2jgs_protein	2jgs_ligand	6.040000
2jg0_protein	2jg0_ligand	6.950000
2jkh_protein	2jkh_ligand	7.450000
2jiw_protein	2jiw_ligand	5.890000
2jxr_protein	2jxr_ligand	7.690000
2nmx_protein	2nmx_ligand	5.420000
2nmz_protein	2nmz_ligand	8.260000
2nnd_protein	2nnd_ligand	5.600000
2nn7_protein	2nn7_ligand	6.030000
2nn1_protein	2nn1_ligand	5.290000
2jkp_protein	2jkp_ligand	4.900000
2nt7_protein	2nt7_ligand	6.810000
2nta_protein	2nta_ligand	5.930000
2jjb_protein	2jjb_ligand	7.070000
2o0u_protein	2o0u_ligand	8.010000
2o4k_protein	2o4k_ligand	9.150000
2o4j_protein	2o4j_ligand	9.730000
2o4l_protein	2o4l_ligand	8.480000
2o4n_protein	2o4n_ligand	8.580000
2o4r_protein	2o4r_ligand	9.500000
2o4z_protein	2o4z_ligand	3.870000
2mas_protein	2mas_ligand	7.190000
2jke_protein	2jke_ligand	4.840000
2o8h_protein	2o8h_ligand	6.750000
2oax_protein	2oax_ligand	9.300000
2nsj_protein	2nsj_ligand	4.880000
2oi0_protein	2oi0_ligand	5.850000
2nsl_protein	2nsl_ligand	5.170000
2oiq_protein	2oiq_ligand	7.850000
2ogy_protein	2ogy_ligand	5.160000
2oc2_protein	2oc2_ligand	7.780000
2ojg_protein	2ojg_ligand	6.460000
2oi2_protein	2oi2_ligand	4.830000
2ojj_protein	2ojj_ligand	7.590000
2ovv_protein	2ovv_ligand	6.680000
2olb_protein	2olb_ligand	5.880000
2ovy_protein	2ovy_ligand	7.090000
2oxn_protein	2oxn_ligand	4.730000
2oxd_protein	2oxd_ligand	5.700000
2oxx_protein	2oxx_ligand	6.460000
2oxy_protein	2oxy_ligand	6.100000
2p3a_protein	2p3a_ligand	7.650000
2p3b_protein	2p3b_ligand	7.110000
2p3c_protein	2p3c_ligand	7.420000
2oym_protein	2oym_ligand	5.790000
2on6_protein	2on6_ligand	5.530000
2p3i_protein	2p3i_ligand	3.370000
2p2a_protein	2p2a_ligand	7.790000
2oag_protein	2oag_ligand	7.670000
2p4j_protein	2p4j_ligand	8.640000
2p7a_protein	2p7a_ligand	4.920000
2p7g_protein	2p7g_ligand	6.510000
2p7z_protein	2p7z_ligand	6.590000
2p09_protein	2p09_ligand	5.090000
2p4y_protein	2p4y_ligand	8.530000
2ot1_protein	2ot1_ligand	4.060000
2p16_protein	2p16_ligand	8.020000
2p95_protein	2p95_ligand	7.860000
2ole_protein	2ole_ligand	3.990000
2p15_protein	2p15_ligand	10.340000
2p4s_protein	2p4s_ligand	7.250000
2pcp_protein	2pcp_ligand	6.840000
2pk5_protein	2pk5_ligand	10.040000
2pbw_protein	2pbw_ligand	7.180000
2pk6_protein	2pk6_ligand	9.610000
2p53_protein	2p53_ligand	5.370000
2pou_protein	2pou_ligand	7.180000
2pov_protein	2pov_ligand	6.280000
2pog_protein	2pog_ligand	7.850000
2pow_protein	2pow_ligand	6.150000
2pql_protein	2pql_ligand	6.050000
2pqz_protein	2pqz_ligand	6.940000
2pq9_protein	2pq9_ligand	8.430000
2psu_protein	2psu_ligand	7.900000
2pqb_protein	2pqb_ligand	7.520000
2pqc_protein	2pqc_ligand	5.800000
2psv_protein	2psv_ligand	7.230000
2pv1_protein	2pv1_ligand	6.190000
2pgz_protein	2pgz_ligand	6.150000
2pu2_protein	2pu2_ligand	5.180000
2pvj_protein	2pvj_ligand	7.810000
2pvh_protein	2pvh_ligand	6.750000
2pvk_protein	2pvk_ligand	8.060000
2pwc_protein	2pwc_ligand	6.820000
2pvu_protein	2pvu_ligand	5.300000
2pvl_protein	2pvl_ligand	7.770000
2pvm_protein	2pvm_ligand	7.110000
2pwr_protein	2pwr_ligand	7.190000
2ptz_protein	2ptz_ligand	6.740000
2pu1_protein	2pu1_ligand	6.520000
2pym_protein	2pym_ligand	7.670000
2pyn_protein	2pyn_ligand	8.060000
2py4_protein	2py4_ligand	6.890000
2pwd_protein	2pwd_ligand	3.900000
2pwg_protein	2pwg_ligand	4.210000
2q2a_protein	2q2a_ligand	6.630000
2q1q_protein	2q1q_ligand	7.200000
2q5k_protein	2q5k_ligand	9.610000
2pyy_protein	2pyy_ligand	4.580000
2q54_protein	2q54_ligand	8.100000
2q38_protein	2q38_ligand	4.350000
2q55_protein	2q55_ligand	8.780000
2q63_protein	2q63_ligand	7.790000
2q64_protein	2q64_ligand	7.980000
2q6f_protein	2q6f_ligand	5.030000
2q88_protein	2q88_ligand	6.050000
2q89_protein	2q89_ligand	6.230000
2q8z_protein	2q8z_ligand	6.570000
2q8h_protein	2q8h_ligand	2.340000
2qbp_protein	2qbp_ligand	7.070000
2qbq_protein	2qbq_ligand	6.580000
2qbr_protein	2qbr_ligand	5.950000
2q7q_protein	2q7q_ligand	4.650000
2qbw_protein	2qbw_ligand	7.740000
2qbs_protein	2qbs_ligand	6.250000
2qci_protein	2qci_ligand	8.300000
2qd6_protein	2qd6_ligand	8.750000
2qd7_protein	2qd7_ligand	9.140000
2qd8_protein	2qd8_ligand	8.500000
2qbu_protein	2qbu_ligand	6.080000
2qg2_protein	2qg2_ligand	7.040000
2qhy_protein	2qhy_ligand	7.510000
2q8m_protein	2q8m_ligand	4.690000
2qe4_protein	2qe4_ligand	7.480000
2qhz_protein	2qhz_ligand	7.470000
2qdt_protein	2qdt_ligand	2.550000
2qi0_protein	2qi0_ligand	7.460000
2qg0_protein	2qg0_ligand	6.370000
