,ligand,pK(ref),pK($Δ_{Vina}RF_{20}$),pK($AutoDock 4.2$),pK($∆SAS$),pK($DrugScoreX$),pK($AutoDock Vina$),pK($X-Score$),pK($NNScore 2.0$),pK($AutoDock VinaXB$)
266,1hvs_ligand,10.3,9.21,7.3102,693.032837,-246.02,7.203424,8.64,9.361,7.203424
267,1hwr_ligand,8.33,7.92,5.6921,442.299072,-167.743,6.647837,7.13,7.553,6.647837
268,1hxb_ligand,9.92,8.89,9.1626,633.522369,-203.44,7.736276,8.82,8.11,7.736276
269,1hxw_ligand,10.8,8.9,7.5839,672.922729,-226.465,6.572551,8.1,10.397,6.572551
270,1ikt_ligand,3.4,4.81,4.5062,475.647064,-141.841,4.537243,6.42,4.931,4.537243
271,1ie9_ligand,10.2,9.46,9.2898,549.364807,-183.402,8.616151,8.67,9.837,8.616151
272,1iiq_ligand,7.48,7.68,9.7812,671.137878,-223.636,6.451459,9.08,6.88,6.451459
273,1j4r_ligand,7.72,6.31,4.7573,412.424805,-148.359,4.944208,6.43,7.76,4.944208
274,1izh_ligand,7.7,7.76,8.5657,681.599976,-235.732,6.729501,9.19,8.185,6.729501
275,1izi_ligand,6.59,7.92,8.1595,652.359589,-229.338,6.866694,8.45,7.827,6.866694
276,1ivp_ligand,7.52,6.77,6.3974,735.886658,-223.43,4.862969,8.62,9.308,4.862969
277,1i7z_ligand,6.4,6.69,5.7188,349.342041,-118.593,6.264831,6.5,7.142,6.264831
278,1ii5_ligand,6.62,4.96,5.1718,187.277588,-75.914,4.006437,4.99,5.248,4.006437
279,1j01_ligand,6.47,5.71,1.9082,240.291809,-99.629,4.872309,5.74,4.835,4.872309
280,1i2s_ligand,3.31,3.4,1.3625,189.340958,-30.895,2.996371,4.48,4.231,2.996371
281,1iih_ligand,2.89,3.61,4.214,196.206314,-57.461,3.747353,4.8,3.462,3.747353
282,1j14_ligand,4.49,4.61,3.9041,186.972023,-74.939,4.041246,5.11,4.463,4.041246
283,1j16_ligand,3.84,4.36,3.7074,187.123817,-70.889,4.033094,5.11,4.08,4.033094
284,1j17_ligand,5.22,6.81,7.9639,413.898285,-159.363,7.09761,7.02,7.904,7.09761
285,1jn4_ligand,4.95,5.61,5.5628,412.61673,-164.471,5.631664,6.27,5.62,5.631664
286,1jq8_ligand,6.0,4.27,1.9036,522.543243,-97.562,1.213372,6.95,0.01,1.213372
287,1jvu_ligand,5.15,4.44,3.8861,239.567078,-100.139,3.558094,5.42,5.201,3.558094
288,1i5r_ligand,8.52,9.18,10.5929,706.049286,-243.926,8.41033,9.95,10.916,8.41033
289,1igj_ligand,10.0,6.74,4.7663,330.821594,-121.849,6.09412,6.97,6.351,6.09412
290,1jak_ligand,5.57,6.06,5.2067,239.59346,-82.179,5.409069,5.89,5.173,5.409069
291,1jgl_ligand,8.7,9.16,3.7478,291.403641,-128.98,8.792661,7.33,8.945,8.792661
292,1ik4_ligand,7.41,6.14,4.3334,172.893494,-77.68,3.718644,4.94,5.037,3.718644
293,1jet_ligand,7.25,6.62,8.3782,464.617126,-164.979,5.402757,6.41,6.515,5.402757
294,1jeu_ligand,6.82,6.15,8.6673,523.906189,-169.357,5.865565,6.61,6.08,5.865565
295,1jev_ligand,6.89,7.06,11.6882,578.024597,-216.66,6.463028,7.64,7.943,6.463028
296,1jyq_ligand,8.7,6.12,10.2698,492.710052,-181.746,5.362837,7.28,9.448,5.362837
297,1k1i_ligand,6.58,6.47,5.4333,312.448456,-131.729,5.581862,6.39,6.955,5.581862
298,1k1j_ligand,7.55,7.22,6.5416,358.367615,-153.541,6.015205,6.82,6.984,6.015205
299,1k1l_ligand,6.9,6.53,6.3793,342.408905,-140.106,5.33599,6.7,6.759,5.33599
300,1k1m_ligand,7.4,7.43,6.5812,355.941833,-146.708,6.180367,6.78,6.567,6.180367
301,1k1n_ligand,6.82,5.96,5.2853,375.575439,-137.212,4.793512,6.24,6.634,4.793512
302,1jmf_ligand,5.77,4.41,3.8496,272.755142,-75.297,3.690872,5.45,6.954,3.690872
303,1jmg_ligand,6.07,4.42,4.7644,278.937515,-67.46,3.467155,5.32,6.474,3.467155
304,1jys_ligand,3.52,3.36,3.0977,170.322601,-47.634,2.955931,4.6,4.668,2.955931
305,1k1o_ligand,6.17,6.03,6.2732,394.329651,-130.574,4.794054,6.13,6.198,4.794054
306,1k6c_ligand,7.48,7.48,7.2776,680.35321,-208.674,7.276452,8.27,6.788,7.276452
307,1k6p_ligand,7.36,7.79,7.475,710.244415,-230.004,7.709545,8.38,7.648,7.709545
308,1k6t_ligand,7.62,7.51,7.2983,688.473877,-216.709,7.404619,8.42,7.431,7.404619
309,1kjr_ligand,6.06,5.7,2.1133,318.607727,-91.402,4.687984,5.33,7.089,4.687984
310,1jlr_ligand,3.33,3.98,6.507,331.167358,-74.042,3.774289,5.27,4.702,3.774289
311,1k6v_ligand,6.92,7.73,7.5557,708.914459,-234.842,7.648622,8.52,7.539,7.648622
312,1kpm_ligand,5.8,6.09,4.6702,486.842773,-112.596,5.108717,7.34,5.386,5.108717
313,1k21_ligand,8.38,7.53,6.9036,444.980225,-152.914,5.851224,6.8,7.247,5.851224
314,1k22_ligand,8.4,7.87,7.3551,431.661652,-180.374,6.631305,7.07,6.978,6.631305
315,1kav_ligand,5.82,6.33,3.619,292.701141,-112.519,5.255103,6.49,7.784,5.255103
316,1kdk_ligand,9.05,8.96,7.5995,355.637314,-139.587,8.223079,7.4,8.181,8.223079
317,1k1y_ligand,3.22,4.83,4.2443,462.473541,-140.837,6.102471,6.55,2.979,6.102471
318,1kel_ligand,7.28,6.03,6.5195,313.682129,-91.495,5.250499,5.94,6.949,5.250499
319,1km3_ligand,4.91,4.81,4.7737,285.69664,-80.505,4.6339,5.48,4.813,4.6339
320,1kzn_ligand,8.92,6.97,4.7867,476.577759,-149.375,6.126826,7.22,7.496,6.126826
321,1kzk_ligand,10.4,9.63,7.9581,611.331635,-218.023,8.534619,8.94,9.296,8.534619
322,1ksn_ligand,9.4,8.83,8.0315,459.542267,-170.117,7.166686,7.58,9.168,7.166686
323,1l83_ligand,3.4,3.31,2.7845,145.175575,-42.985,3.583761,5.06,3.438,3.583761
324,1kv1_ligand,5.94,7.09,6.5231,377.194092,-121.5,6.537625,7.04,7.358,6.537625
325,1laf_ligand,7.85,6.91,7.1475,230.119919,-95.547,5.485601,5.57,6.926,5.485601
326,1kv5_ligand,4.22,3.21,3.88,171.333603,-44.766,2.253974,4.67,4.155,2.253974
327,1lah_ligand,7.52,6.27,6.6854,191.793396,-69.57,4.360469,5.18,6.312,4.360469
328,1l8g_ligand,6.22,6.22,7.868,337.76001,-130.8,5.533629,6.34,5.583,5.533629
329,1lag_ligand,6.3,5.41,5.6239,196.016342,-78.119,4.137969,5.23,4.68,4.137969
330,1k27_ligand,9.0,7.63,5.8966,335.120956,-111.617,6.399927,5.96,8.058,6.399927
331,1lgw_ligand,4.0,4.25,2.6501,163.876068,-52.177,3.892441,5.03,4.391,3.892441
332,1lbf_ligand,7.85,6.53,7.2112,366.809494,-110.346,5.511569,6.32,6.915,5.511569
333,1lee_ligand,7.74,7.58,6.0845,560.174225,-173.777,6.176686,8.07,7.19,6.176686
334,1li2_ligand,4.04,4.13,2.9875,154.316193,-48.382,3.971518,5.09,3.99,3.971518
335,1lf2_ligand,7.52,7.44,5.9271,554.919952,-171.296,6.031884,7.96,7.285,6.031884
336,1li6_ligand,3.8,2.48,2.0272,150.764626,-43.228,2.322251,4.54,2.793,2.322251
337,1li3_ligand,4.25,4.21,3.1775,173.286011,-47.144,3.889677,5.19,3.958,3.889677
338,1lke_ligand,7.52,8.78,7.3688,407.246552,-160.866,9.005521,7.7,7.148,9.005521
339,1lkk_ligand,6.85,6.19,7.0332,446.892517,-138.423,4.759787,6.15,8.771,4.759787
340,1kyv_ligand,5.92,6.77,6.5703,391.664429,-126.612,6.422947,6.73,7.688,6.422947
341,1lbk_ligand,3.18,4.08,5.56,293.62854,-83.108,3.555389,5.05,4.736,3.555389
342,1lkl_ligand,5.81,5.63,6.5901,386.036194,-123.985,4.660073,5.51,8.315,4.660073
343,1lnm_ligand,8.7,9.1,7.4365,401.634598,-154.106,9.150565,7.67,7.992,9.150565
344,1lhu_ligand,8.83,8.99,6.5348,346.321564,-141.17,7.841987,7.5,8.383,7.841987
345,1koj_ligand,6.7,5.09,3.7606,247.014236,-71.374,4.402067,5.27,3.384,4.402067
346,1lpg_ligand,7.09,6.72,7.19,480.129852,-173.629,5.758526,7.32,7.792,5.758526
347,1lpk_ligand,7.55,7.37,6.5645,420.391876,-171.783,6.677955,7.21,6.498,6.677955
348,1lzq_ligand,8.39,7.79,8.4136,670.429169,-206.943,5.352779,8.33,7.451,5.352779
349,1lst_ligand,7.85,6.46,6.2448,214.596924,-75.615,4.533966,5.15,7.037,4.533966
350,1k9s_ligand,6.52,6.05,3.5353,315.263489,-116.558,6.408636,5.9,5.508,6.408636
351,1lpz_ligand,7.6,7.71,7.7388,416.206451,-158.28,7.086195,7.33,8.106,7.086195
352,1m0b_ligand,8.82,7.69,8.1425,646.923462,-202.136,4.987163,8.31,7.451,4.987163
353,1loq_ligand,3.7,5.16,0.9785,292.240616,-90.933,5.270938,5.78,6.088,5.270938
354,1lyb_ligand,11.4,8.18,5.3282,625.614777,-197.729,5.29555,7.93,7.673,5.29555
355,1lyx_ligand,4.54,3.77,2.5967,177.327652,-49.956,2.01816,4.62,4.224,2.01816
356,1m2p_ligand,6.11,7.15,4.0743,285.301422,-76.265,6.811041,6.27,7.514,6.811041
357,1m2r_ligand,6.46,6.81,4.9091,281.205292,-90.013,6.655257,6.37,6.28,6.655257
358,1m2q_ligand,6.1,7.01,4.5361,269.565216,-67.483,6.255169,6.18,6.329,6.255169
359,1m48_ligand,5.09,5.39,6.832,347.198975,-127.129,5.137221,6.72,5.594,5.137221
360,1m7d_ligand,6.23,6.07,3.3649,405.283783,-152.995,5.601855,6.36,2.622,5.601855
361,1mai_ligand,6.68,5.61,9.5578,239.41301,-86.258,3.8886,5.01,7.133,3.8886
362,1m7i_ligand,5.4,5.67,1.1954,524.726227,-196.861,5.407148,6.9,2.981,5.407148
363,1m4h_ligand,9.52,7.81,7.2406,768.065491,-242.691,5.830389,8.78,7.545,5.830389
364,1mfa_ligand,5.04,4.9,1.6607,300.166565,-120.083,4.257801,5.39,3.275,4.257801
365,1met_ligand,9.4,9.1,7.7199,564.52655,-196.287,8.044443,8.66,8.067,8.044443
366,1mes_ligand,7.7,8.77,7.4018,562.811981,-204.747,8.080389,8.57,7.916,8.080389
367,1mfd_ligand,5.31,5.12,2.054,313.840454,-116.376,4.378277,5.51,4.36,4.378277
368,1mfi_ligand,5.59,4.8,5.2528,210.696472,-79.746,4.307295,5.82,5.374,4.307295
369,1mh5_ligand,9.21,7.02,2.7366,425.567596,-142.149,5.465491,6.87,8.616,5.465491
370,1mq5_ligand,9.0,8.11,9.1857,454.387909,-176.288,6.944421,7.43,8.635,6.980975
371,1mq6_ligand,11.2,7.92,8.2366,456.147675,-175.944,7.098746,7.35,10.711,7.153724
372,1m83_ligand,3.4,5.5,10.2006,428.733398,-162.555,7.499538,7.04,6.36,7.499538
373,1m7y_ligand,11.0,7.74,8.4324,411.222687,-149.24,6.202192,6.64,8.99,6.202192
374,1m1b_ligand,4.66,4.63,1.3523,173.842003,-22.33,3.232889,4.78,3.369,3.232889
375,1mjj_ligand,8.74,7.2,6.6454,426.452972,-147.162,5.607295,6.86,8.791,5.607295
376,1mrw_ligand,9.7,8.73,7.3635,583.406891,-174.425,7.588321,8.6,8.61,7.588321
377,1msm_ligand,10.5,9.5,8.9567,599.674744,-215.383,8.439201,9.13,10.602,8.439201
378,1mrx_ligand,7.26,8.37,7.6675,568.208527,-176.854,7.579128,8.62,8.474,7.579128
379,1msn_ligand,9.09,9.47,8.817,603.075897,-211.075,8.442412,9.0,8.554,8.442412
380,1mtr_ligand,8.4,8.2,9.6857,626.418274,-207.342,7.705374,8.84,7.599,7.705374
381,1lvu_ligand,5.32,5.17,5.5299,326.191071,-103.993,4.942067,5.66,5.132,4.942067
382,1mrs_ligand,3.96,5.33,4.063,341.435623,-104.612,5.726217,5.99,4.836,5.726217
383,1mrn_ligand,4.52,5.67,3.4372,554.77063,-167.97,6.699919,6.88,5.938,6.699919
384,1moq_ligand,3.46,4.61,3.1948,267.789627,-89.285,5.172148,5.51,4.504,5.172148
385,1mu6_ligand,8.38,7.82,5.4673,422.674774,-141.204,6.358776,6.28,7.153,6.358776
386,1m0n_ligand,2.22,4.69,5.349,392.898346,-122.952,5.364106,6.7,4.77,5.364106
387,1m0o_ligand,2.31,4.97,4.671,384.073883,-123.625,5.234304,6.61,4.577,5.234304
388,1mu8_ligand,9.0,8.26,5.9161,439.125366,-151.118,6.707221,6.49,8.912,6.707221
389,1m0q_ligand,3.89,5.63,6.1745,366.225037,-128.021,5.498336,6.45,4.109,5.498336
390,1n4h_ligand,6.55,6.61,6.6229,430.102661,-121.39,6.481811,7.28,7.048,6.481811
391,1mue_ligand,8.64,7.64,5.7801,411.901062,-149.194,6.327148,6.52,9.067,6.327148
392,1n4k_ligand,10.0,6.3,8.814,257.263702,-62.906,4.066393,4.99,8.208,4.066393
393,1nfu_ligand,7.74,7.13,7.0245,357.85788,-130.856,6.101848,6.82,7.873,6.101848
394,1nf8_ligand,7.82,7.36,7.3691,261.36673,-101.649,6.648299,6.12,6.195,6.648299
395,1nfw_ligand,8.96,7.99,7.1032,393.376007,-152.277,6.447229,6.5,9.023,6.447229
396,1nc1_ligand,6.12,6.08,5.8495,317.066971,-110.417,5.516364,6.31,5.638,5.516364
397,1n46_ligand,10.5,10.08,7.4684,435.941772,-144.888,8.106151,8.0,9.746,8.106151
398,1nh0_ligand,9.74,9.07,7.4467,668.700867,-248.085,6.672749,8.73,7.977,6.672749
399,1nfx_ligand,8.52,8.19,7.4094,414.640869,-158.255,6.834597,6.62,8.764,6.834531
400,1nc3_ligand,5.0,6.42,6.4068,290.708282,-125.038,6.468534,6.23,6.816,6.468534
401,1nfy_ligand,8.89,7.79,7.1872,406.491547,-139.945,6.92967,6.91,8.703,6.92967
402,1n3i_ligand,8.89,7.04,2.3508,304.437286,-117.55,5.743446,5.81,8.59,5.743446
403,1nhz_ligand,6.08,7.21,8.4463,479.201202,-145.281,7.647588,7.87,8.153,7.647588
404,1njs_ligand,7.82,7.43,8.0233,464.006195,-187.886,6.798299,7.33,6.438,6.798299
405,1nhu_ligand,5.66,4.9,4.3556,290.875977,-86.551,4.42096,6.37,5.749,4.42096
406,1nki_ligand,6.7,5.34,1.3493,127.255035,-18.161,2.700227,4.52,3.361,2.700227
407,1nli_ligand,3.59,3.25,0.9845,169.405113,-59.664,2.681503,4.83,3.689,2.681503
408,1nl9_ligand,5.96,6.43,7.1414,406.86145,-141.828,5.671239,6.93,6.035,5.671239
409,1nm6_ligand,10.0,9.84,8.7862,464.055695,-176.804,9.738739,7.63,9.627,9.738739
410,1n5r_ligand,5.66,4.75,3.2205,317.954834,-84.777,4.200726,5.84,4.604,4.200726
411,1no6_ligand,4.41,5.3,5.3263,270.212006,-95.439,5.389993,6.61,5.138,5.389993
412,1nny_ligand,7.66,7.86,9.0879,547.461914,-191.278,6.968504,8.08,7.013,6.968504
413,1nq7_ligand,6.8,7.4,7.2587,476.751801,-127.245,7.227573,8.14,7.432,7.227573
414,1nja_ligand,6.31,6.05,4.8192,271.066925,-79.543,5.372918,5.42,6.635,5.372918
415,1nvq_ligand,8.25,9.34,8.8266,445.22049,-171.473,9.206503,7.86,7.894,9.206503
416,1nt1_ligand,8.89,10.08,9.4621,438.421661,-194.636,9.903636,7.75,8.867,9.903636
417,1njc_ligand,5.55,5.5,5.3326,263.613205,-86.991,5.068812,5.4,5.277,5.068812
418,1nvr_ligand,8.11,8.94,9.085,435.183716,-166.141,8.984582,7.67,7.623,8.984582
419,1njd_ligand,5.57,5.9,5.6585,273.159729,-69.793,5.133959,5.54,5.631,5.133959
420,1nje_ligand,3.8,5.51,5.5295,254.302841,-78.891,4.84989,5.34,5.42,4.84989
421,1nvs_ligand,7.82,7.89,3.7765,378.028564,-129.513,7.737001,7.21,8.057,7.737001
422,1o0f_ligand,5.3,4.9,4.0707,248.006302,-74.891,3.74085,4.99,5.306,3.74085
423,1n1m_ligand,5.7,4.94,6.9428,224.679703,-66.442,3.669348,5.38,4.484,3.669348
424,1o0h_ligand,5.92,5.12,5.418,280.402496,-98.83,4.228021,5.26,6.018,4.228021
425,1o0m_ligand,5.15,4.62,4.1232,216.592102,-99.726,3.768277,5.37,5.224,3.768277
426,1o0n_ligand,4.09,4.33,3.1887,214.172272,-82.765,3.882581,4.97,4.749,3.882581
427,1nw5_ligand,5.21,4.81,7.029,388.747253,-170.929,5.509655,6.23,5.779,5.509655
428,1nw7_ligand,5.09,4.94,5.1306,343.131805,-137.684,4.851283,5.57,5.042,4.851283
429,1o2o_ligand,6.36,5.64,3.4654,313.020081,-110.794,4.698702,6.16,6.983,4.698702
430,1nz7_ligand,7.12,6.71,6.546,501.738434,-159.003,5.226386,7.1,6.266,5.226386
431,1o2q_ligand,7.68,6.9,6.2348,330.237732,-131.795,5.921708,6.59,6.448,5.921708
432,1o2z_ligand,6.11,5.77,4.4958,324.318329,-120.099,4.943636,6.02,6.546,4.943636
433,1o3d_ligand,7.13,7.09,3.9054,294.321594,-123.968,6.248365,6.33,7.106,6.248365
434,1o3i_ligand,7.3,6.54,4.0677,256.786713,-102.955,5.877009,5.96,7.185,5.877009
435,1o3l_ligand,6.54,5.89,5.2889,267.748459,-98.23,4.808314,5.85,7.183,4.808314
436,1o5a_ligand,6.42,5.1,0.5964,295.586685,-102.707,4.516481,6.13,4.796,4.516481
437,1n51_ligand,4.85,6.58,7.8155,474.976746,-160.314,6.025477,7.0,6.561,6.025477
438,1o33_ligand,5.74,5.82,3.8107,229.52475,-102.156,5.327977,5.55,5.271,5.327977
439,1np0_ligand,3.57,3.82,3.2783,229.2146,-55.108,3.392163,5.5,0.222,3.392163
440,1o7o_ligand,4.49,5.84,4.6116,335.662308,-124.448,6.18195,6.33,4.033,6.18195
441,1oar_ligand,7.4,6.81,6.6354,275.869461,-83.56,6.27371,6.67,6.776,6.27371
442,1oau_ligand,7.7,6.09,5.0894,260.719208,-66.32,4.244523,5.57,7.914,4.244523
443,1ocq_ligand,5.19,5.6,5.0087,274.240723,-108.088,5.384318,5.67,4.93,5.384318
444,1oba_ligand,2.44,1.98,1.2227,136.750465,-37.31,1.378475,4.0,2.053,1.378475
445,1od8_ligand,5.1,5.62,1.3198,238.206696,-102.882,5.100367,5.67,4.827,5.100367
446,1ohr_ligand,8.7,8.41,8.115,574.952484,-186.459,7.74206,8.34,8.672,7.74206
447,1ogx_ligand,6.09,5.92,5.1741,295.166183,-78.673,5.805374,6.52,6.425,5.805374
448,1ogz_ligand,5.85,6.08,3.5592,281.621658,-75.888,5.935484,6.42,6.435,5.935484
449,1oe8_ligand,5.52,4.75,5.5264,257.339813,-81.284,3.709164,4.99,5.565,3.709164
450,1oif_ligand,7.72,6.35,3.5511,187.72171,-78.334,4.422067,5.21,5.167,4.422067
451,1ony_ligand,6.77,6.43,6.6038,440.084412,-141.12,5.241166,6.55,6.561,5.241166
452,1nw4_ligand,9.07,6.7,3.5944,297.792618,-94.144,5.559875,5.59,7.08,5.559875
453,1om1_ligand,6.77,7.18,6.0556,319.245041,-100.543,6.823358,6.54,8.105,6.823358
454,1onz_ligand,5.1,5.52,3.9471,286.201233,-95.875,5.354941,6.35,5.136,5.354941
455,1oss_ligand,4.79,4.17,3.4112,179.120552,-69.008,3.574362,4.99,4.161,3.574362
456,1ork_ligand,8.81,7.25,6.495,525.447021,-127.563,6.40868,7.06,7.121,6.40868
457,1oxr_ligand,5.19,3.18,1.8686,221.952118,-40.771,2.852493,4.96,4.966,2.852493
458,1owe_ligand,6.2,6.11,5.0271,282.479965,-106.168,5.560308,5.99,5.592,5.560308
459,1os5_ligand,6.85,6.53,4.9565,366.875732,-117.738,5.720806,6.9,6.484,5.720806
460,1oyq_ligand,6.96,6.31,5.1232,382.528137,-154.154,5.083798,6.43,6.37,5.083798
461,1owh_ligand,7.4,6.4,5.4727,314.302094,-112.814,5.335777,5.94,6.397,5.335777
462,1oyt_ligand,7.24,7.98,7.1287,415.049713,-158.012,7.77151,6.96,6.885,7.77151
463,1ogg_ligand,5.19,6.72,5.6191,466.850647,-148.012,5.90706,6.46,4.991,5.90706
464,1ogd_ligand,3.03,3.64,1.8662,171.478409,-63.655,3.277485,4.94,3.344,3.277485
465,1pa9_ligand,4.6,4.93,6.4193,206.411377,-71.065,4.081606,5.49,4.936,4.081606
466,1pb8_ligand,5.15,4.74,4.0762,135.16111,-63.531,3.440594,4.84,4.763,3.440594
467,1pb9_ligand,3.62,5.13,4.6985,134.10022,-53.008,3.27063,4.87,4.073,3.27063
468,1odi_ligand,4.21,5.22,4.2863,292.969238,-98.086,6.304135,5.83,5.628,6.304135
469,1p19_ligand,4.11,2.64,0.5678,243.491409,-72.388,2.543424,5.08,4.413,2.543424
470,1p1n_ligand,6.8,6.38,6.0641,248.805923,-90.051,5.27618,5.65,6.117,5.27618
471,1odj_ligand,4.1,5.71,4.2736,297.598221,-94.722,5.823644,5.71,5.171,5.823644
472,1p1o_ligand,5.76,5.99,7.1351,205.219208,-88.402,5.452214,5.43,6.065,5.452214
473,1olu_ligand,4.41,6.38,6.3831,414.598602,-120.918,6.618387,6.38,7.18,6.618387
474,1ols_ligand,5.82,6.07,7.3953,425.733032,-125.779,6.38044,6.78,7.398,6.38044
475,1pbq_ligand,6.27,6.51,5.5658,241.18985,-72.56,5.672845,5.97,6.174,5.672845
476,1ppc_ligand,6.16,6.9,6.1413,371.46933,-149.785,5.962273,6.85,6.721,5.962273
477,1pph_ligand,5.92,6.31,5.8413,311.290497,-128.777,5.593886,6.42,5.686,5.593886
478,1pot_ligand,5.49,5.68,7.5812,247.758011,-77.974,3.971254,5.14,5.924,3.971254
479,1pme_ligand,9.4,6.58,5.499,362.317566,-115.544,5.48717,6.69,9.305,5.48717
480,1olx_ligand,4.33,6.01,7.8726,407.012726,-138.028,6.560682,7.02,9.179,6.560682
481,1ppk_ligand,7.66,7.28,2.9001,486.115662,-137.914,4.74162,7.07,6.246,4.74162
482,1pro_ligand,11.3,9.66,9.4785,579.512665,-227.657,8.678138,8.57,7.435,8.678138
483,1pdz_ligand,3.7,3.87,1.0688,138.873833,-15.438,2.538394,4.12,2.846,2.538394
484,1ppl_ligand,8.55,7.72,4.0514,574.983643,-170.914,5.694157,7.91,6.939,5.694157
485,1ppm_ligand,5.8,7.53,3.8581,541.001404,-168.201,5.860916,7.53,5.067,5.860916
486,1ppi_ligand,5.01,5.68,5.5507,576.482544,-233.805,7.069362,7.93,4.228,7.069362
487,1pxn_ligand,7.15,7.13,5.3299,375.386673,-101.056,6.075506,6.51,7.618,6.075506
488,1pxo_ligand,8.7,6.04,4.2154,331.994171,-103.112,4.593739,6.24,3.383,4.593739
489,1oz0_ligand,7.7,6.15,2.1223,639.703186,-177.209,5.888578,7.55,6.374,5.888578
490,1pxp_ligand,6.66,6.85,6.0341,381.683258,-119.997,6.28607,6.69,6.709,6.28607
491,1pgp_ligand,5.7,4.56,2.6982,251.506256,-58.775,3.548776,4.77,4.915,3.548776
492,1pyn_ligand,5.49,6.51,7.3436,459.312439,-151.439,5.687903,6.8,6.011,5.687903
493,1q7a_ligand,7.19,4.32,3.3733,346.513062,-88.006,3.986224,6.3,6.444,3.986224
494,1pz5_ligand,5.4,5.47,1.6042,545.850342,-160.609,3.987331,5.99,5.969,3.987331
495,1pzi_ligand,4.22,4.27,0.7687,218.926849,-65.945,3.473065,5.27,4.879,3.473065
496,1pkx_ligand,6.92,7.23,10.4306,344.694077,-147.956,7.850235,6.73,5.439,7.850235
497,1q91_ligand,4.15,7.21,6.3743,357.027832,-133.731,6.738021,6.49,4.987,6.738021
498,1q8t_ligand,4.76,5.13,4.6092,318.626328,-82.079,4.729355,5.81,4.727,4.729355
499,1qan_ligand,4.48,5.21,6.2911,415.326996,-164.659,5.979054,6.31,4.606,5.979054
500,1q8w_ligand,5.24,5.95,5.9773,307.753265,-89.405,5.64805,5.97,5.706,5.64805
501,1q8u_ligand,5.96,6.7,5.7301,336.97522,-98.59,6.067405,6.36,6.208,6.067405
502,1q72_ligand,6.85,5.74,4.2892,291.679459,-89.067,5.164538,5.8,7.689,5.164538
503,1qb1_ligand,6.77,5.22,3.5768,392.61441,-117.318,3.699362,6.35,7.092,3.699362
504,1q5k_ligand,7.42,5.98,4.2963,292.080627,-101.674,4.400784,5.41,7.194,4.400784
505,1qb9_ligand,7.44,6.71,5.7811,386.97403,-143.474,5.791268,6.94,7.755,5.791268
506,1qb6_ligand,6.06,6.31,4.6351,326.544189,-122.024,5.342361,6.16,6.005,5.342361
507,1qbn_ligand,5.85,6.53,5.8115,352.739197,-134.77,5.775843,6.32,6.091,5.775843
508,1qbo_ligand,7.74,7.17,5.9621,384.69809,-144.967,6.299516,6.65,7.349,6.299516
509,1qbs_ligand,9.47,9.55,7.7882,563.307159,-202.01,8.569252,8.6,7.687,8.569252
510,1qbr_ligand,10.6,10.1,11.6805,646.271149,-271.61,9.653035,9.95,10.026,9.653035
511,1qbu_ligand,10.2,9.42,7.8776,565.11264,-229.401,8.116129,8.55,7.819,8.116129
512,1qhc_ligand,7.57,5.78,6.6185,458.191864,-166.369,5.137199,6.11,8.62,5.137199
513,1pr5_ligand,3.92,5.58,2.6938,280.807373,-94.74,4.709861,5.53,5.318,4.709861
514,1qbt_ligand,10.6,10.89,13.926,696.333679,-318.331,10.783504,10.65,8.65,10.783504
515,1qft_ligand,8.77,4.92,5.1824,185.128159,-62.973,2.951965,4.74,5.679,2.951965
516,1qbv_ligand,5.39,6.03,5.9085,406.950531,-152.344,5.312581,6.56,8.119,5.312581
517,1pvn_ligand,9.82,6.68,6.1567,332.149033,-128.133,6.492221,6.22,7.719,6.492221
518,1qaw_ligand,5.12,6.22,4.283,253.363205,-92.719,5.543094,5.78,5.846,5.543094
519,1ql7_ligand,5.0,6.06,7.2982,368.227448,-149.634,6.481848,6.72,6.307,6.481848
520,1ql9_ligand,5.35,6.52,8.0144,400.745209,-158.2,7.025301,7.01,8.548,7.025301
521,1qxk_ligand,5.05,6.38,6.6254,450.405579,-148.234,5.898314,6.34,5.285,5.898314
522,1rbp_ligand,6.72,6.88,6.3045,449.522461,-131.842,6.484172,7.37,7.802,6.484172
523,1r0p_ligand,8.0,8.49,7.7861,417.928223,-178.207,7.883475,8.08,6.84,7.883475
524,1q84_ligand,-3.95,10.55,11.9727,671.895538,-222.458,9.673365,9.69,10.299,9.673365
525,1r9l_ligand,5.4,4.46,3.1301,172.790283,-73.602,2.950652,4.76,5.062,2.950652
526,1rd4_ligand,7.74,7.07,6.0977,465.71817,-110.501,6.001789,7.11,7.538,6.001789
527,1qka_ligand,5.92,6.55,11.1694,567.441193,-193.31,6.600836,7.12,6.961,6.600836
528,1q1g_ligand,8.57,6.75,4.128,335.954147,-99.991,5.481694,5.85,8.669,5.481694
529,1qkt_ligand,9.04,7.41,6.3498,343.018463,-107.698,6.747023,7.07,7.748,6.747023
530,1qyg_ligand,6.85,6.68,5.8471,314.416367,-101.305,6.06478,6.42,7.454,6.06478
531,1qkb_ligand,7.35,6.98,9.8327,495.636932,-182.243,5.759985,6.9,6.923,5.759985
532,1rnm_ligand,3.07,3.75,1.637,215.670547,-75.99,3.511019,4.85,4.7,3.511019
533,1rnt_ligand,5.19,3.49,2.5595,256.005035,-92.545,3.258548,5.33,4.238,3.258548
534,1rjk_ligand,10.0,9.68,6.8355,548.226288,-179.691,8.99349,8.79,9.171,8.99349
