Receptor	Ligand	Score(pK)	Energy	gauss_1	gauss_2	repulsion	hydrophobic	Hydrogen	Cl	Br	I
1flr_protein	1flr_ligand	9.522830	-12.989140	125.19513	1403.18465	2.89907	77.41543	3.67077	0.00000	0.00000	0.00000	
1fm9_protein	1fm9_ligand	7.944304	-10.836030	158.14716	2411.67220	7.06870	129.43859	1.92936	0.00000	0.00000	0.00000	
1fo0_protein	1fo0_ligand	8.060396	-10.994380	274.04261	3696.47617	16.01306	106.63451	20.14414	0.00000	0.00000	0.00000	
1fpc_protein	1fpc_ligand	5.720191	-7.802340	99.13097	1539.22036	2.83931	48.01280	2.72951	0.00000	0.00000	0.00000	
1fq5_protein	1fq5_ligand	8.992119	-12.265250	149.46449	2478.65746	6.71098	81.15054	7.64110	0.00000	0.00000	0.00000	
1fv0_protein	1fv0_ligand	5.882412	-8.023610	85.31660	1399.74889	4.16517	21.89174	2.86292	0.00000	0.00000	0.00000	
1fzj_protein	1fzj_ligand	6.643644	-9.061930	185.24276	2934.07887	7.35178	90.64408	11.07637	0.00000	0.00000	0.00000	
1fzk_protein	1fzk_ligand	7.061855	-9.632370	164.35800	2788.25982	6.16505	87.83752	8.54444	0.00000	0.00000	0.00000	
1fzm_protein	1fzm_ligand	6.927573	-9.449210	194.03001	2894.99238	7.50078	82.56087	13.42080	0.00000	0.00000	0.00000	
1fzo_protein	1fzo_ligand	7.121114	-9.713200	180.04051	2810.63201	7.99776	96.96046	9.81644	0.00000	0.00000	0.00000	
1fzq_protein	1fzq_ligand	5.928160	-8.086010	133.59540	1170.89737	7.90305	0.00000	12.32605	0.00000	0.00000	0.00000	
1g2k_protein	1g2k_ligand	8.417610	-11.481620	141.47560	2352.14226	5.49692	77.97656	7.23578	0.00000	0.00000	0.00000	
1g2l_protein	1g2l_ligand	6.544729	-8.927010	152.41352	1751.40502	4.75517	72.63464	3.72289	0.00000	0.00000	0.00000	
1g2o_protein	1g2o_ligand	6.178438	-8.427390	107.20712	1365.70520	4.80407	1.70248	5.56685	0.00000	0.00000	0.00000	
1g3d_protein	1g3d_ligand	4.467236	-6.093310	63.17906	880.12366	2.41224	5.68526	4.96590	0.00000	0.00000	0.00000	
1g3e_protein	1g3e_ligand	4.369457	-5.959940	64.64204	920.56307	2.57358	4.80299	4.51655	0.00000	0.00000	0.00000	
1g7f_protein	1g7f_ligand	4.927683	-6.721360	109.14441	1386.11679	5.84128	41.80217	9.24243	0.00000	0.00000	0.00000	
1g7g_protein	1g7g_ligand	3.925081	-5.353810	143.90856	1557.39033	11.24436	56.73167	9.55737	0.00000	0.00000	0.00000	
1g7q_protein	1g7q_ligand	5.291422	-7.217500	160.50225	2354.01564	10.94806	25.94993	12.18319	0.00000	0.00000	0.00000	
1g7v_protein	1g7v_ligand	1.864032	-2.542540	66.01879	1215.60232	8.16206	0.00000	4.87936	0.00000	0.00000	0.00000	
1g30_protein	1g30_ligand	5.470660	-7.461980	129.29529	1734.46271	5.26972	54.79470	3.19664	0.00000	0.00000	0.00000	
1g32_protein	1g32_ligand	6.079186	-8.292010	126.33419	1673.91327	6.53167	52.63827	3.31404	0.00000	0.00000	0.00000	
1g35_protein	1g35_ligand	8.070601	-11.008300	136.10926	2403.16888	6.62209	66.41494	8.59679	0.00000	0.00000	0.00000	
1g36_protein	1g36_ligand	5.959150	-8.128280	103.93548	1415.54498	4.18468	35.10000	4.26768	0.00000	0.00000	0.00000	
1g74_protein	1g74_ligand	2.864113	-3.906650	64.26778	1251.44211	5.13170	66.04287	1.00000	0.00000	0.00000	0.00000	
1g85_protein	1g85_ligand	2.510059	-3.423720	21.76121	664.34020	1.12044	36.16140	0.00000	0.00000	0.00000	0.00000	
1g98_protein	1g98_ligand	3.201063	-4.366250	70.04701	995.36110	8.31076	0.00000	9.60649	0.00000	0.00000	0.00000	
1gaf_protein	1gaf_ligand	4.878512	-6.654290	94.53366	1185.14109	3.69728	39.89073	3.40086	0.00000	0.00000	0.00000	
1gai_protein	1gai_ligand	6.388563	-8.714000	122.72599	1953.77445	6.41334	15.15431	11.98310	0.00000	0.00000	0.00000	
1gar_protein	1gar_ligand	5.151026	-7.026000	145.67205	2036.43902	8.86249	19.30219	12.18195	0.00000	0.00000	0.00000	
1gfy_protein	1gfy_ligand	4.724443	-6.444140	97.10342	1019.51298	6.63005	20.39894	6.32232	0.00000	0.00000	0.00000	
1ghv_protein	1ghv_ligand	5.130726	-6.998310	70.18368	1056.20985	4.11032	12.71007	5.25990	0.00000	0.00000	0.00000	
1ghw_protein	1ghw_ligand	4.421063	-6.030330	78.51656	1048.32151	6.23298	20.49400	5.78550	0.00000	0.00000	0.00000	
1ghz_protein	1ghz_ligand	5.440396	-7.420700	70.84973	936.47042	2.06821	6.19752	4.55265	0.00000	0.00000	0.00000	
1gi1_protein	1gi1_ligand	4.711518	-6.426510	81.50408	976.04987	5.48604	9.45318	6.64917	0.00000	0.00000	0.00000	
1gi7_protein	1gi7_ligand	5.278101	-7.199330	85.31409	973.37757	2.45897	8.07507	3.36997	0.00000	0.00000	0.00000	
1gj6_protein	1gj6_ligand	6.203043	-8.460950	116.26668	1340.44792	6.11895	19.24922	6.57650	0.00000	0.00000	0.00000	
1gjc_protein	1gjc_ligand	5.547903	-7.567340	97.84757	1272.05974	5.02655	11.80165	5.28520	0.00000	0.00000	0.00000	
1gnm_protein	1gnm_ligand	3.547632	-4.838970	109.80542	2023.73704	12.90800	39.56548	9.31456	0.00000	0.00000	0.00000	
1gnn_protein	1gnn_ligand	3.359545	-4.582420	121.67558	1992.56333	14.09193	40.55635	9.58083	0.00000	0.00000	0.00000	
1gno_protein	1gno_ligand	2.815770	-3.840710	109.29173	1972.06013	13.61836	41.46546	7.02437	0.00000	0.00000	0.00000	
1gpk_protein	1gpk_ligand	7.428387	-10.132320	73.49399	1214.85972	1.38720	47.01276	1.82439	0.00000	0.00000	0.00000	
1gpn_protein	1gpn_ligand	7.343974	-10.017180	86.74362	1262.78875	2.28433	47.12343	1.18392	0.00000	0.00000	0.00000	
1grp_protein	1grp_ligand	3.869597	-5.278130	41.01893	717.60618	3.46994	3.46014	7.84695	0.00000	0.00000	0.00000	
1gvw_protein	1gvw_ligand	5.573754	-7.602600	130.69634	2001.12645	5.06315	53.93544	6.23974	0.00000	0.00000	0.00000	
1gvx_protein	1gvx_ligand	6.061012	-8.267220	143.03522	2610.64663	4.06600	67.64505	8.54079	0.00000	0.00000	0.00000	
1gwv_protein	1gwv_ligand	4.051422	-5.526140	66.17452	950.29107	1.71596	0.00000	3.91343	0.00000	0.00000	0.00000	
1gyx_protein	1gyx_ligand	3.780667	-5.156830	60.32483	446.81951	1.30617	39.42972	1.22769	0.00000	0.00000	0.00000	
1gx8_protein	1gx8_ligand	4.132141	-5.636240	47.21932	1047.15797	3.21402	70.87340	1.00000	0.00000	0.00000	0.00000	
1gyy_protein	1gyy_ligand	3.672918	-5.009860	75.90529	646.06098	3.42286	45.44981	1.69559	0.00000	0.00000	0.00000	
1h0a_protein	1h0a_ligand	4.116628	-5.615080	56.10750	900.07791	4.64526	0.00000	9.08679	0.00000	0.00000	0.00000	
1h1s_protein	1h1s_ligand	6.056144	-8.260580	95.30534	1556.10175	3.46468	22.17589	3.60842	0.00000	0.00000	0.00000	
1h2t_protein	1h2t_ligand	6.083409	-8.297770	227.39016	2020.02353	11.35586	0.00000	11.26186	0.00000	0.00000	0.00000	
1h4w_protein	1h4w_ligand	4.051891	-5.526780	62.80847	615.71120	2.30807	3.45807	4.11856	0.00000	0.00000	0.00000	
1h5v_protein	1h5v_ligand	4.839326	-6.600840	118.92003	1873.87808	6.91124	0.00000	11.90982	0.00000	0.00000	0.00000	
1h6h_protein	1h6h_ligand	3.343446	-4.560460	75.14000	983.83003	3.73237	0.01016	8.08616	0.00000	0.00000	0.00000	
1h22_protein	1h22_ligand	7.121349	-9.713520	129.96333	1917.03846	2.89771	96.90276	2.76180	0.00000	0.00000	0.00000	
1h23_protein	1h23_ligand	7.088790	-9.669110	132.40836	2005.02275	3.05264	112.52649	2.91680	0.00000	0.00000	0.00000	
1h46_protein	1h46_ligand	4.171950	-5.690540	86.74376	1055.22361	3.04846	44.29399	0.00000	0.00000	0.00000	0.00000	
1hi3_protein	1hi3_ligand	2.652243	-3.617660	61.14782	887.84511	3.55737	0.00000	2.27429	0.00000	0.00000	0.00000	
1hbv_protein	1hbv_ligand	5.751913	-7.845610	104.75269	2049.81390	3.53173	60.27189	1.78638	0.00000	0.00000	0.00000	
1hi4_protein	1hi4_ligand	2.725308	-3.717320	102.86893	1154.57555	9.31330	0.00000	5.67669	0.00000	0.00000	0.00000	
1hi5_protein	1hi5_ligand	3.116224	-4.250530	63.60204	1011.06403	4.25841	0.00000	3.77000	0.00000	0.00000	0.00000	
1hih_protein	1hih_ligand	6.770850	-9.235440	105.51994	2127.87907	4.96493	67.70894	7.94037	0.00000	0.00000	0.00000	
1hii_protein	1hii_ligand	7.076466	-9.652300	108.91586	2119.70941	4.02075	79.62118	7.11569	0.00000	0.00000	0.00000	
1hmr_protein	1hmr_ligand	3.612676	-4.927690	47.87376	1107.37731	1.70298	55.91729	2.71450	0.00000	0.00000	0.00000	
1hk4_protein	1hk4_ligand	3.408702	-4.649470	80.41369	1146.57585	5.67020	42.44202	1.12620	0.00000	0.00000	0.29836	
1hms_protein	1hms_ligand	3.785213	-5.163030	45.08289	1121.63242	1.62384	58.25514	2.75790	0.00000	0.00000	0.00000	
1hn4_protein	1hn4_ligand	5.067390	-6.911920	130.75547	2121.37631	2.77667	84.00512	0.68115	0.00000	0.00000	0.00000	
1hmt_protein	1hmt_ligand	3.795286	-5.176770	48.98922	1141.94561	1.49333	59.66892	2.63476	0.00000	0.00000	0.00000	
1hos_protein	1hos_ligand	6.114883	-8.340700	112.68630	2458.59255	4.68313	82.70589	4.57625	0.00000	0.00000	0.00000	
1hp5_protein	1hp5_ligand	4.018490	-5.481220	98.70736	952.84872	6.86750	15.83798	5.21869	0.00000	0.00000	0.00000	
1hpo_protein	1hpo_ligand	6.615557	-9.023620	97.88859	1744.50764	4.84265	41.30011	4.42489	0.00000	0.00000	0.00000	
1hps_protein	1hps_ligand	6.401679	-8.731890	125.58346	2317.42882	5.48729	71.50569	5.70103	0.00000	0.00000	0.00000	
1hpv_protein	1hpv_ligand	5.827500	-7.948710	98.63314	1904.03412	3.93409	48.88019	3.82557	0.00000	0.00000	0.00000	
1hpx_protein	1hpx_ligand	6.264545	-8.544840	121.40168	2169.77989	4.55760	46.51979	4.23829	0.00000	0.00000	0.00000	
1hsh_protein	1hsh_ligand	8.057243	-10.990080	124.26575	2299.80241	2.51199	82.58858	3.87743	0.00000	0.00000	0.00000	
1hvh_protein	1hvh_ligand	5.502302	-7.505140	100.51713	2202.08784	8.92756	63.36355	5.30092	0.00000	0.00000	0.00000	
1hvi_protein	1hvi_ligand	7.397837	-10.090650	154.64043	2605.21277	5.65049	83.00264	8.17061	0.00000	0.00000	0.00000	
1hvj_protein	1hvj_ligand	7.245660	-9.883080	152.35973	2535.73940	4.95134	82.21110	6.69028	0.00000	0.00000	0.00000	
1hvk_protein	1hvk_ligand	7.845381	-10.701100	178.71327	2652.86789	5.88483	94.06375	8.20887	0.00000	0.00000	0.00000	
1hvl_protein	1hvl_ligand	7.310125	-9.971010	157.12083	2611.40742	5.23335	84.93433	6.80708	0.00000	0.00000	0.00000	
1hvr_protein	1hvr_ligand	10.196584	-13.908140	131.85728	2424.08259	3.03743	118.63128	4.14710	0.00000	0.00000	0.00000	
1hvs_protein	1hvs_ligand	7.203424	-9.825470	142.57696	2572.78294	4.04037	78.33105	6.17188	0.00000	0.00000	0.00000	
1hwr_protein	1hwr_ligand	6.647837	-9.067650	91.05947	1585.78619	2.49580	57.27490	4.27134	0.00000	0.00000	0.00000	
1hxb_protein	1hxb_ligand	7.736276	-10.552280	137.93384	2403.47998	5.21945	82.37550	5.25304	0.00000	0.00000	0.00000	
1hxw_protein	1hxw_ligand	6.572551	-8.964960	142.80406	2329.45269	5.00253	66.59299	5.83998	0.00000	0.00000	0.00000	
1i2s_protein	1i2s_ligand	2.996371	-4.087050	38.93225	722.60977	4.42061	3.31795	6.63041	0.00000	0.00000	0.00000	
1i5r_protein	1i5r_ligand	8.410330	-11.471690	204.01115	2975.19085	10.57238	106.80922	7.50570	0.00000	0.00000	0.00000	
1i7z_protein	1i7z_ligand	6.264831	-8.545230	83.31113	1487.79463	1.33844	43.70162	0.00000	0.00000	0.00000	0.00000	
1i37_protein	1i37_ligand	7.558211	-10.309400	69.40602	1409.37422	2.99417	48.72026	2.86428	0.00000	0.00000	0.00000	
1ie9_protein	1ie9_ligand	8.616151	-11.752430	93.21229	1956.29786	3.56868	97.65736	5.24511	0.00000	0.00000	0.00000	
1ii5_protein	1ii5_ligand	4.006437	-5.464780	65.07056	675.24164	4.90544	9.13058	8.35223	0.00000	0.00000	0.00000	
1igj_protein	1igj_ligand	6.094120	-8.312380	74.56400	1420.53523	1.54163	57.05000	0.10259	0.00000	0.00000	0.00000	
1iih_protein	1iih_ligand	3.747353	-5.111390	58.11689	727.05137	3.18913	0.00000	5.64857	0.00000	0.00000	0.00000	
1iiq_protein	1iiq_ligand	6.451459	-8.799790	160.63082	2569.84952	9.19407	86.03150	9.53372	0.00000	0.00000	0.00000	
1ik4_protein	1ik4_ligand	3.718644	-5.072230	66.18314	749.82196	8.99361	0.00000	12.67712	0.00000	0.00000	0.00000	
1ikt_protein	1ikt_ligand	4.537243	-6.188800	76.50846	1437.66154	2.05390	54.49755	0.97212	0.00000	0.00000	0.00000	
1ivp_protein	1ivp_ligand	4.862969	-6.633090	142.35713	2555.67404	10.25138	75.77301	4.54531	0.00000	0.00000	0.00000	
1izh_protein	1izh_ligand	6.729501	-9.179040	169.53854	2556.99412	9.71963	88.63757	10.25475	0.00000	0.00000	0.00000	
1izi_protein	1izi_ligand	6.866694	-9.366170	148.33662	2461.99743	6.08911	65.36152	9.25287	0.00000	0.00000	0.00000	
1j01_protein	1j01_ligand	4.872309	-6.645830	90.86810	988.55492	7.45613	6.45336	10.05871	0.00000	0.00000	0.00000	
1j4r_protein	1j4r_ligand	4.944208	-6.743900	119.83356	1637.61236	4.15833	78.53637	1.85713	0.00000	0.00000	0.00000	
1j14_protein	1j14_ligand	4.041246	-5.512260	62.65662	621.26606	2.45995	5.82696	4.12211	0.00000	0.00000	0.00000	
1j16_protein	1j16_ligand	4.033094	-5.501140	65.09496	601.55786	2.00826	6.82375	3.43258	0.00000	0.00000	0.00000	
1j17_protein	1j17_ligand	7.097610	-9.681140	136.80500	1568.67285	2.93685	41.62610	0.00000	0.00000	0.00000	0.00000	
1jak_protein	1jak_ligand	5.409069	-7.377970	97.93433	966.48170	6.02176	22.24086	8.00192	0.00000	0.00000	0.00000	
1jet_protein	1jet_ligand	5.402757	-7.369360	122.53526	1539.45979	6.28059	21.35385	9.95364	0.00000	0.00000	0.00000	
1jeu_protein	1jeu_ligand	5.865565	-8.000630	122.64971	1751.74158	5.49467	25.02701	11.12198	0.00000	0.00000	0.00000	
1jev_protein	1jev_ligand	6.463028	-8.815570	166.31687	2176.77975	9.72944	47.18160	11.39884	0.00000	0.00000	0.00000	
1jgl_protein	1jgl_ligand	8.792661	-11.993190	91.00524	1213.70325	3.08554	104.17753	3.64792	0.00000	0.00000	0.00000	
1jlr_protein	1jlr_ligand	3.774289	-5.148130	83.13223	1371.13003	7.85051	0.00000	7.79138	0.00000	0.00000	0.00000	
1jmf_protein	1jmf_ligand	3.690872	-5.034350	82.10045	1149.49850	8.88056	0.66026	8.42564	0.00000	0.00000	0.00000	
1jmg_protein	1jmg_ligand	3.467155	-4.729200	84.64860	1121.21014	8.73667	0.37253	7.69222	0.00000	0.00000	0.00000	
1jn4_protein	1jn4_ligand	5.631664	-7.681590	129.00739	1787.44520	5.67507	4.11300	6.61545	0.00000	0.00000	0.00000	
1jq8_protein	1jq8_ligand	1.213372	-1.655040	156.36078	1981.83834	19.88549	60.79382	3.66438	0.00000	0.00000	0.00000	
1jqy_protein	1jqy_ligand	4.002889	-5.459940	97.08343	1309.35281	6.22385	5.83963	6.46401	0.00000	0.00000	0.00000	
1jsv_protein	1jsv_ligand	3.190491	-4.351830	69.17988	1006.59065	5.33506	21.02928	2.47553	0.00000	0.00000	0.00000	
1jvu_protein	1jvu_ligand	3.558094	-4.853240	73.58473	1031.47205	5.50989	3.29363	5.07723	0.00000	0.00000	0.00000	
1jyq_protein	1jyq_ligand	5.362837	-7.314910	157.77322	1836.38303	14.47857	61.70382	18.05868	0.00000	0.00000	0.00000	
1jys_protein	1jys_ligand	2.955931	-4.031890	46.72233	535.56070	1.50175	0.00000	1.69123	0.00000	0.00000	0.00000	
1k1i_protein	1k1i_ligand	5.581862	-7.613660	93.86451	1358.60574	3.95554	10.13882	6.84685	0.00000	0.00000	0.00000	
1k1j_protein	1k1j_ligand	6.015205	-8.204740	113.98614	1508.62453	4.84593	29.40685	6.75195	0.00000	0.00000	0.00000	
1k1l_protein	1k1l_ligand	5.335990	-7.278290	107.92857	1408.26931	7.30504	28.23141	7.68938	0.00000	0.00000	0.00000	
1k1m_protein	1k1m_ligand	6.180367	-8.430020	108.65846	1469.68861	5.08519	23.87336	7.01258	0.00000	0.00000	0.00000	
1k1n_protein	1k1n_ligand	4.793512	-6.538350	89.13047	1540.69220	4.91855	14.90778	6.49826	0.00000	0.00000	0.00000	
1k1o_protein	1k1o_ligand	4.794054	-6.539090	101.16459	1324.69061	5.83777	30.58985	7.04873	0.00000	0.00000	0.00000	
1k1y_protein	1k1y_ligand	6.102471	-8.323770	117.80490	2089.19535	6.11446	7.38650	9.84317	0.00000	0.00000	0.00000	
1k6p_protein	1k6p_ligand	7.709545	-10.515820	136.48243	2368.45415	4.75281	70.36465	5.04871	0.00000	0.00000	0.00000	
1k6c_protein	1k6c_ligand	7.276452	-9.925080	117.40352	2263.16174	3.79341	69.58157	4.04095	0.00000	0.00000	0.00000	
1k6t_protein	1k6t_ligand	7.404619	-10.099900	119.47318	2322.28124	4.43088	72.74943	4.62115	0.00000	0.00000	0.00000	
1k6v_protein	1k6v_ligand	7.648622	-10.432720	130.05847	2421.22183	4.70576	72.12496	4.55396	0.00000	0.00000	0.00000	
1k9s_protein	1k9s_ligand	6.408636	-8.741380	106.65444	1292.50879	4.24873	0.00000	6.62678	0.00000	0.00000	0.00000	
1k21_protein	1k21_ligand	5.851224	-7.981070	104.73655	1511.31044	5.11152	50.66777	6.98702	0.00000	0.00000	0.00000	
1k22_protein	1k22_ligand	6.631305	-9.045100	121.53545	1617.73060	4.70322	48.20541	6.68291	0.00000	0.00000	0.00000	
1k27_protein	1k27_ligand	6.399927	-8.729500	108.94346	1396.80250	2.06732	1.95661	2.74859	0.00000	0.00000	0.00000	
1kav_protein	1kav_ligand	5.255103	-7.167960	99.91845	1154.82996	6.17036	82.57493	6.33912	0.00000	0.00000	0.00000	
1kdk_protein	1kdk_ligand	8.223079	-11.216280	73.21444	1396.18239	2.33530	53.46523	3.11566	0.00000	0.00000	0.00000	
1kc7_protein	1kc7_ligand	1.321466	-1.802480	56.73501	549.16144	8.77004	0.00000	7.70306	0.00000	0.00000	0.00000	
1kel_protein	1kel_ligand	5.250499	-7.161680	108.43990	1221.62231	4.95822	56.24918	5.75272	0.00000	0.00000	0.00000	
1kjr_protein	1kjr_ligand	4.687984	-6.394410	96.92479	1166.09728	4.06927	4.28565	7.33755	0.00000	0.00000	0.00000	
1km3_protein	1km3_ligand	4.633900	-6.320640	69.57125	1119.44952	6.80916	0.00000	9.62447	0.00000	0.00000	0.00000	
1koj_protein	1koj_ligand	4.402067	-6.004420	81.80719	1067.22568	7.23794	0.00000	10.75389	0.00000	0.00000	0.00000	
1kpm_protein	1kpm_ligand	5.108717	-6.968290	103.20027	1548.66055	5.60786	77.66394	1.29296	0.00000	0.00000	0.00000	
1ksn_protein	1ksn_ligand	7.166686	-9.775360	167.10770	1650.16998	5.17187	68.53503	4.57803	0.00000	0.00000	0.00000	
1kv1_protein	1kv1_ligand	6.537625	-8.917320	70.30022	1210.06484	1.55637	44.73987	2.51598	0.00000	0.00000	0.00000	
1kv5_protein	1kv5_ligand	2.253974	-3.074420	55.98289	591.18446	5.39427	0.00000	5.28292	0.00000	0.00000	0.00000	
1kyv_protein	1kyv_ligand	6.422947	-8.760900	143.51707	1495.81522	6.11736	12.87834	7.18253	0.00000	0.00000	0.00000	
1kzk_protein	1kzk_ligand	8.534619	-11.641220	144.53039	2254.46494	4.31191	80.47932	4.23830	0.00000	0.00000	0.00000	
1kzn_protein	1kzn_ligand	6.126826	-8.356990	116.77984	1739.09224	2.68636	48.84195	2.38943	0.00000	0.00000	0.00000	
1l8g_protein	1l8g_ligand	5.533629	-7.547870	118.61987	1412.33868	6.87813	25.36314	6.09192	0.00000	0.00000	0.00000	
1l83_protein	1l83_ligand	3.583761	-4.888250	30.67449	467.06415	0.43039	49.95882	0.00000	0.00000	0.00000	0.00000	
1laf_protein	1laf_ligand	5.485601	-7.482360	101.98514	834.78880	4.58117	11.87338	9.18780	0.00000	0.00000	0.00000	
1lag_protein	1lag_ligand	4.137969	-5.644190	85.25449	778.03346	4.73612	1.66906	6.26357	0.00000	0.00000	0.00000	
1lah_protein	1lah_ligand	4.360469	-5.947680	77.21421	623.68647	3.90112	12.03294	7.80030	0.00000	0.00000	0.00000	
1lbf_protein	1lbf_ligand	5.511569	-7.517780	99.35178	1400.10835	7.46476	33.20589	11.04252	0.00000	0.00000	0.00000	
1lbk_protein	1lbk_ligand	3.555389	-4.849550	90.67948	886.88493	5.57647	1.94105	7.66224	0.00000	0.00000	0.00000	
1lee_protein	1lee_ligand	6.176686	-8.425000	121.36649	1831.41566	4.85005	86.15393	4.44752	0.00000	0.00000	0.00000	
1lf2_protein	1lf2_ligand	6.031884	-8.227490	117.26864	1818.55841	5.42909	79.34284	5.43791	0.00000	0.00000	0.00000	
1lgw_protein	1lgw_ligand	3.892441	-5.309290	37.11577	621.82264	1.26895	40.36154	1.00000	0.00000	0.00000	0.00000	
1lhu_protein	1lhu_ligand	7.841987	-10.696470	63.03836	1358.04167	3.46898	62.06091	4.78422	0.00000	0.00000	0.00000	
1li2_protein	1li2_ligand	3.971518	-5.417150	37.74325	541.02405	0.73893	43.28669	0.92882	0.00000	0.00000	0.00000	
1li3_protein	1li3_ligand	3.889677	-5.305520	35.00683	609.18080	0.90271	35.66680	0.98685	0.00000	0.00000	0.00000	
1li6_protein	1li6_ligand	2.322251	-3.167550	28.39795	472.05261	1.27508	22.70462	0.00000	0.00000	0.00000	0.00000	
1lke_protein	1lke_ligand	9.005521	-12.283530	85.76692	1685.48988	1.89166	64.47934	2.83311	0.00000	0.00000	0.00000	
1lkk_protein	1lkk_ligand	4.759787	-6.492350	118.08366	1467.89726	5.50712	34.64149	9.73477	0.00000	0.00000	0.00000	
1lkl_protein	1lkl_ligand	4.660073	-6.356340	110.99485	1376.17378	5.40739	25.38877	9.62674	0.00000	0.00000	0.00000	
1lnm_protein	1lnm_ligand	9.150565	-12.481370	85.47812	1615.28305	1.34700	73.54449	1.90907	0.00000	0.00000	0.00000	
1loq_protein	1loq_ligand	5.270938	-7.189560	78.10675	1158.39880	6.29193	5.37540	9.59136	0.00000	0.00000	0.00000	
1lpg_protein	1lpg_ligand	5.758526	-7.854630	171.57286	1832.45838	7.45437	48.79901	2.84496	0.00000	0.00000	0.00000	
1lpk_protein	1lpk_ligand	6.677955	-9.108730	153.13346	1609.83906	4.20875	61.79814	3.05128	0.00000	0.00000	0.00000	
1lpz_protein	1lpz_ligand	7.086195	-9.665570	144.59628	1567.67014	4.88562	65.17302	3.29684	0.00000	0.00000	0.00000	
1lst_protein	1lst_ligand	4.533966	-6.184330	83.08798	693.66550	3.68700	22.18742	7.04457	0.00000	0.00000	0.00000	
1lvu_protein	1lvu_ligand	4.942067	-6.740980	98.85480	1196.74954	4.97625	6.30848	5.09116	0.00000	0.00000	0.00000	
1lyb_protein	1lyb_ligand	5.295550	-7.223130	117.36516	2025.84646	6.29132	48.11791	10.06975	0.00000	0.00000	0.00000	
1lyx_protein	1lyx_ligand	2.018160	-2.752770	50.53695	607.47713	5.18774	0.00000	4.52691	0.00000	0.00000	0.00000	
1lzq_protein	1lzq_ligand	5.352779	-7.301190	161.15467	2484.27658	10.50784	73.25890	6.80583	0.00000	0.00000	0.00000	
1m0b_protein	1m0b_ligand	4.987163	-6.802490	161.93644	2504.49220	11.45516	77.49052	5.75879	0.00000	0.00000	0.00000	
1m0n_protein	1m0n_ligand	5.364106	-7.316640	119.45366	1670.24896	10.42289	26.00823	9.36548	0.00000	0.00000	0.00000	
1m0o_protein	1m0o_ligand	5.234304	-7.139590	112.76958	1581.82585	8.22041	22.97447	8.58027	0.00000	0.00000	0.00000	
1m0q_protein	1m0q_ligand	5.498336	-7.499730	109.21038	1518.58402	9.67354	11.33568	10.83043	0.00000	0.00000	0.00000	
1m1b_protein	1m1b_ligand	3.232889	-4.409660	52.93338	727.60052	4.30141	0.00000	5.37081	0.00000	0.00000	0.00000	
1m2p_protein	1m2p_ligand	6.811041	-9.290260	75.44810	1231.41078	2.78949	54.99783	2.98876	0.00000	0.00000	0.00000	
1m2q_protein	1m2q_ligand	6.255169	-8.532050	86.66657	1243.87938	3.63211	44.66077	2.59197	0.00000	0.00000	0.00000	
1m2r_protein	1m2r_ligand	6.655257	-9.077770	87.36344	1276.25300	2.74709	52.86812	1.53833	0.00000	0.00000	0.00000	
1m4h_protein	1m4h_ligand	5.830389	-7.952650	170.86690	2812.05145	7.87486	76.01221	10.53639	0.00000	0.00000	0.00000	
1m5w_protein	1m5w_ligand	2.006789	-2.737260	52.82674	917.04739	6.90250	2.44697	4.76268	0.00000	0.00000	0.00000	
1m7d_protein	1m7d_ligand	5.601855	-7.640930	83.05612	1692.09561	3.18066	10.33591	4.66470	0.00000	0.00000	0.00000	
1m7i_protein	1m7i_ligand	5.407148	-7.375350	94.74879	2273.40570	5.30976	12.20754	5.84428	0.00000	0.00000	0.00000	
1m7y_protein	1m7y_ligand	6.202192	-8.459790	145.37327	1613.62860	9.87520	22.55828	14.33148	0.00000	0.00000	0.00000	
1m48_protein	1m48_ligand	5.137221	-7.007170	101.55219	1232.88765	4.27536	68.94665	3.92543	0.00000	0.00000	0.00000	
1m83_protein	1m83_ligand	7.499538	-10.229370	137.92849	1916.14028	9.34919	0.00000	14.76893	0.00000	0.00000	0.00000	
1mai_protein	1mai_ligand	3.888600	-5.304050	64.15149	811.99884	5.50697	0.00000	9.85544	0.00000	0.00000	0.00000	
