FileName,SMILES
1bwa_ligand.mol2,[H]O[C@]1([H])[C@@]([H])(O[H])[C@@]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])N(C([H])([H])c2c([H])c([H])c([H])c(C(=O)N([H])C3=NC([H])=C([H])S3)c2[H])C(=O)N(C([H])([H])c2c([H])c([H])c([H])c(C(=O)N([H])C3=NC([H])=C([H])S3)c2[H])[C@]1([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
1bwb_ligand.mol2,[H]O[C@]1([H])[C@@]([H])(O[H])[C@@]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])N(C([H])([H])c2c([H])c([H])c([H])c(C(=O)N([H])C3=Nc4c([H])c([H])c([H])c([H])c4N3[H])c2[H])C(=O)N(C([H])([H])c2c([H])c([H])c([H])c(C(=O)N([H])C3=Nc4c([H])c([H])c([H])c([H])c4N3[H])c2[H])[C@]1([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
1bxo_ligand.mol2,[H]c1c([H])c2c([H])c(c1[H])C([H])([H])[C@@]([H])(C(=O)OC([H])([H])[H])O[P@](=O)([O-])[C@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)N([H])C2([H])[H]
1bxq_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(O[P@](=O)([O-])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)OC([H])([H])[H])c([H])c1[H]
1bxr_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])O[P@@](=O)([O-])O[P@@](=O)([O-])N([H])[P+](=O)(=O)[O-]
1bzc_ligand.mol2,[H]c1c(C(F)(F)[P+](=O)(=O)[O-])c([H])c2c([H])c([H])c(C(=O)N([H])[C@]([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])C(=O)[O-])c([H])c2c1[H]
1bzj_ligand.mol2,[H]c1c(C(F)(F)[P+](=O)(=O)[O-])c([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2c1[H]
1bzy_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(C2=C([H])N([H])C3=C2N=C(N([H])[H])N([H])C3=O)[N+]([H])([H])[C@]1([H])C([H])([H])O[P+](=O)(=O)[O-]
1c1r_ligand.mol2,[H]c1c([H])c([H])c2c(c1[H])N=C(C([H])([H])C1=Nc3c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c3N1[H])N2[H]
1c1u_ligand.mol2,[H]c1c([H])c([H])c2c(c1[H])N=C(C([H])([H])C1=Nc3c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c3N1[H])N2[H]
1c1v_ligand.mol2,[H]c1c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c2c1N=C(C([H])([H])C1=Nc3c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c3N1[H])N2[H]
1c3x_ligand.mol2,[H]N([H])C1=NC2=C(N=C(I)N2[H])C(=O)N1[H]
1c4u_ligand.mol2,[H]C1=C([H])[C@@]([H])(C(=O)N([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])(C(N([H])[H])=[N+]([H])[H])C([H])([H])C2([H])[H])N2C(=O)N(C([H])([H])C([H])([H])S(=O)(=O)c3c([H])c([H])c(Br)c([H])c3[H])C(=O)N2C1([H])[H]
1c5c_ligand.mol2,[H]c1c(N([H])C(=O)C([H])([H])[H])c(S(=O)(=O)[O-])c2c([H])c([H])c([H])c(S(=O)(=O)[O-])c2c1[H]
1c5n_ligand.mol2,[H]C1=C(C(N([H])[H])=[N+]([H])[H])Sc2c([H])c([H])c([H])c(I)c21
1c5o_ligand.mol2,[H]c1c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c1[H]
1c5p_ligand.mol2,[H]c1c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c1[H]
1c5q_ligand.mol2,[H]C1=C(C(N([H])[H])=[N+]([H])[H])Sc2c([H])c([H])c([H])c(I)c21
1c5s_ligand.mol2,[H]C1=C(C(N([H])[H])=[N+]([H])[H])Sc2c([H])c([H])c([H])c([H])c21
1c5t_ligand.mol2,[H]C1=C(C(N([H])[H])=[N+]([H])[H])Sc2nc([H])c([H])c([H])c21
1c5x_ligand.mol2,[H]C1=C(C(N([H])[H])=[N+]([H])[H])Sc2c([H])c([H])c([H])c(I)c21
1c5y_ligand.mol2,[H]C1=C(C(N([H])[H])=[N+]([H])[H])Sc2nc([H])c([H])c([H])c21
1c70_ligand.mol2,[H]O[C@@]([H])(C([H])([H])[C@]([H])(C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[N@+]1([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C2=C([H])c3c([H])c([H])c([H])c([H])c3O2)C([H])([H])[C@@]1([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
1c83_ligand.mol2,[H]C1=C([H])N([H])c2c([H])c(N([H])C(=O)C(=O)[O-])c(C(=O)[O-])c([H])c21
1c84_ligand.mol2,[H]c1c([H])c([H])c2c([H])c(N([H])C(=O)C(=O)[O-])c(C(=O)[O-])c([H])c2c1[H]
1c86_ligand.mol2,[H]N(C(=O)C(=O)[O-])C1=C(C(=O)[O-])C2=C(S1)C([H])([H])OC([H])([H])C2([H])[H]
1c87_ligand.mol2,[H]N(C(=O)C(=O)[O-])C1=C(C(=O)[O-])C2=C(S1)C([H])([H])OC([H])([H])C2([H])[H]
1c88_ligand.mol2,[H]N(C(=O)C(=O)[O-])C1=C(C(=O)[O-])C2=C(S1)C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H]
1cbx_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])[C@@]([H])(C(=O)[O-])C([H])([H])C(=O)[O-])c([H])c1[H]
1ceb_ligand.mol2,[H]C1([H])C([H])([H])[C@]([H])(C([H])([H])[N+]([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)[O-]
1cet_ligand.mol2,[H]c1nc2c([H])c(Cl)c([H])c([H])c2c(N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c1[H]
1cgl_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)[O-])[N+]([H])([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
1ciz_ligand.mol2,[H]C1=C(C([H])([H])[C@]([H])(C(=O)[O-])N([H])S(=O)(=O)c2c([H])c([H])c(N3C([H])([H])C([H])([H])C([H])(c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])C3([H])[H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2N1[H]
1cnw_ligand.mol2,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[N+]([H])([H])[H]
1cnx_ligand.mol2,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[N+]([H])([H])[H]
1cny_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])C(=O)c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])[N+]([H])([H])[H])c([H])c1[H]
1cps_ligand.mol2,[H]N=S(=N[H])(C([H])([H])[H])C([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
1ctt_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C(=O)N([H])C([H])([H])C([H])=C2[H])[C@]([H])(O[H])[C@]1([H])O[H]
1ctu_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C(=O)N([H])[C@]([H])(O[H])C([H])=C2[H])[C@]([H])(O[H])[C@]1([H])O[H]
1d09_ligand.mol2,[H]N(C(=O)C([H])([H])[P+](=O)(=O)[O-])[C@]([H])(C(=O)[O-])C([H])([H])C(=O)[O-]
1d2e_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=NC3=C2N=C(N([H])[H])N([H])C3=O)O[C@]1([H])C([H])([H])O[P@](=O)([O-])O[P+](=O)(=O)[O-]
1d3d_ligand.mol2,[H]Oc1c([H])c([H])c2c(c1[H])SC(c1c([H])c([H])c(OC([H])([H])C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H])=C2C([H])([H])c1c([H])c([H])c(C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(Br)c1[H]
1d3p_ligand.mol2,[H]Oc1c([H])c([H])c2c(c1[H])SC(c1c([H])nc(OC([H])([H])C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H])=C2C([H])([H])c1c([H])c([H])c(OC([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
1d4h_ligand.mol2,[H]O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
1d4i_ligand.mol2,[H]O[C@]([H])(C([H])([H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H]
1d4j_ligand.mol2,[H]O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])C([H])([H])c1c(F)c([H])c([H])c([H])c1Cl
1d4k_ligand.mol2,[H]O[C@@]([H])(C([H])([H])[C@]([H])(C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[N+]([H])([H])[C@]1([H])C(=O)N([H])[C@@]([H])([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Oc2c([H])c([H])c(c([H])c2[H])C1([H])[H]
1d4l_ligand.mol2,[H]O[C@]([H])(C([H])([H])N(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)c1c([H])c([H])c(N([H])[H])c([H])c1[H])[C@@]1([H])N([H])C(=O)[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Oc2c([H])c([H])c(c([H])c2[H])C1([H])[H]
1d4p_ligand.mol2,[H]C1=C(C(=O)N2C([H])([H])C([H])([H])C([H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])N([H])c2c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c21
1d4y_ligand.mol2,[H]OC1=C([C@@]([H])(c2c([H])c([H])c([H])c(N([H])S(=O)(=O)c3nc([H])c(C(F)(F)F)c([H])c3[H])c2[H])C([H])([H])C([H])([H])[H])C(=O)O[C@@](C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])(C([H])([H])C([H])([H])C([H])([H])[H])C1([H])[H]
1d6v_ligand.mol2,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])[C@]1([H])c1c([H])c([H])c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])c([H])c1[H]
1d6w_ligand.mol2,[H]C1=C([H])[C@@]([H])(C(=O)N([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])(C3=C([H])N=C(N([H])[H])N3[H])C([H])([H])C2([H])[H])N2C(=O)N(C([H])([H])C([H])([H])S(=O)(=O)c3c([H])c([H])c([H])c([H])c3[H])C(=O)N2C1([H])[H]
1d7i_ligand.mol2,[H]C([H])([H])SC([H])([H])[S@@](=O)C([H])([H])[H]
1d7j_ligand.mol2,[H]OC([H])([H])C([H])([H])C(=O)C([H])([H])[H]
1d9i_ligand.mol2,[H]C1=C([H])[C@@]([H])(C(=O)N([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])([N+]([H])([H])[H])C([H])([H])C2([H])[H])N2C(=O)N(C([H])([H])C([H])([H])S(=O)(=O)c3c([H])c([H])c([H])c([H])c3[H])C(=O)N2C1([H])[H]
1dar_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=NC3=C2N=C(N([H])[H])N([H])C3=O)O[C@]1([H])C([H])([H])O[P@](=O)([O-])O[P+](=O)(=O)[O-]
1det_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C(N([H])[H])N([H])C3=O)[C@@]([H])(O[P+](=O)(=O)[O-])[C@]1([H])O[H]
1df8_ligand.mol2,[H]N1C(=O)N([H])[C@@]2([H])C([H])([H])S[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])[C@@]12[H]
1dgm_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H]
1dhi_ligand.mol2,[H]c1nc2nc(N([H])[H])nc(N([H])[H])c2nc1C([H])([H])N(c1c([H])c([H])c(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-])c([H])c1[H])C([H])([H])[H]
1dhj_ligand.mol2,[H]c1nc2nc(N([H])[H])nc(N([H])[H])c2nc1C([H])([H])N(c1c([H])c([H])c(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-])c([H])c1[H])C([H])([H])[H]
1dif_ligand.mol2,[H]OC(O[H])(C(F)(F)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)N(C([H])([H])[H])C([H])([H])c1nc([H])c([H])c([H])c1[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)N(C([H])([H])[H])C([H])([H])c1nc([H])c([H])c([H])c1[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
1dl7_ligand.mol2,[H]c1c([H])c([N+](=O)[O-])c([H])c([H])c1O[P@](=O)([O-])OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
1dmp_ligand.mol2,[H]O[C@]1([H])[C@@]([H])(O[H])[C@@]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])N(C([H])([H])c2c([H])c([H])c([H])c(N([H])[H])c2[H])C(=O)N(C([H])([H])c2c([H])c([H])c([H])c(N([H])[H])c2[H])[C@]1([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
1dqn_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(C2=C([H])N([H])C3=C2N=C(N([H])[H])N([H])C3=O)[N+]([H])([H])[C@]1([H])C([H])([H])O[P+](=O)(=O)[O-]
1drj_ligand.mol2,[H]O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
1drk_ligand.mol2,[H]O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
1drv_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)C([H])([H])[H])=C2[H])O[C@]1([H])C([H])([H])O[P@](=O)([O-])O[P@@](=O)([O-])OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H]
1dud_ligand.mol2,[H]O[C@@]1([H])C([H])([H])[C@]([H])(N2C(=O)N([H])C(=O)C([H])=C2[H])O[C@]1([H])C([H])([H])O[P@](=O)([O-])O[P+](=O)(=O)[O-]
1duv_ligand.mol2,[H]N([H])[P@@](=O)(N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H])N([H])S(=O)(=O)[O-]
1dy4_ligand.mol2,[H]O[C@]([H])(C([H])([H])Oc1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12)C([H])([H])[N+]([H])([H])C1([H])C([H])([H])C1([H])[H]
1dzk_ligand.mol2,[H]c1nc(OC([H])([H])[H])c(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])nc1[H]
1e1v_ligand.mol2,[H]C1=Nc2c(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc(N([H])[H])nc2N1[H]
1e1x_ligand.mol2,[H]N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(N=O)c(N([H])[H])n1
1e2k_ligand.mol2,[H]OC([H])([H])[C@@]12C([H])([H])[C@]1([H])[C@@]([H])(N1C(=O)N([H])C(=O)C(C([H])([H])[H])=C1[H])C([H])([H])[C@]2([H])O[H]
1e2l_ligand.mol2,[H]OC([H])([H])[C@@]12C([H])([H])[C@]1([H])[C@@]([H])(N1C(=O)N([H])C(=O)C(C([H])([H])[H])=C1[H])C([H])([H])[C@]2([H])O[H]
1e3g_ligand.mol2,[H]O[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])[C@]1(C([H])([H])[H])C([H])=C([H])C1=C3C(=C([H])C(=O)C([H])([H])C3([H])[H])C([H])([H])C([H])([H])[C@]12[H]
1e3v_ligand.mol2,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]3([H])[C@]2([H])C([H])([H])[C@]([H])(O[H])[C@@]2(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]2([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)[O-])C1([H])[H]
1e4h_ligand.mol2,[H]Oc1c(Br)c(Br)c(Br)c(Br)c1Br
1e5j_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(S[C@@]2([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(S[C@@]3([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[C@@]4([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[H])O[C@]4([H])C([H])([H])O[H])O[C@]3([H])C([H])([H])O[H])O[C@]2([H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
1e66_ligand.mol2,[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]2([H])c3c(nc4c([H])c(Cl)c([H])c([H])c4c3N([H])[H])C([H])([H])[C@]1([H])C2([H])[H]
1e6q_ligand.mol2,[H]OC([H])([H])[C@@]1([H])[N+]2=C(N=NN2[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
1e6s_ligand.mol2,[H]ON=C1N([H])[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H]
1eb2_ligand.mol2,[H]c1c([H])c([H])c(C(=O)C2([H])C([H])([H])C([H])([H])N(C(=O)[C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])N([H])C(=O)c3c([H])c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c3[H])C([H])([H])C2([H])[H])c([H])c1[H]
1ebw_ligand.mol2,[H]O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])[C@@]([H])(OC([H])([H])C1=C([H])C([H])([H])C([H])=C([H])C1([H])[H])C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
1eby_ligand.mol2,[H]O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H]
1ebz_ligand.mol2,[H]O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
1ec0_ligand.mol2,[H]O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1F)C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1F)C(=O)N([H])[C@@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[C@@]1([H])O[H]
1ec1_ligand.mol2,[H]O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c(C2=C([H])SC([H])=C2[H])c([H])c1[H])C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c(C2=C([H])SC([H])=C2[H])c([H])c1[H])C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
1ec2_ligand.mol2,[H]O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c(-c2c([H])nc([H])c([H])c2[H])c([H])c1[H])C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c(-c2c([H])nc([H])c([H])c2[H])c([H])c1[H])C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
1ec3_ligand.mol2,[H]O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])c1nc([H])c([H])c([H])c1[H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])c1nc([H])c([H])c([H])c1[H])C([H])(C([H])([H])[H])C([H])([H])[H]
1ec9_ligand.mol2,[H]ON([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C(=O)[O-]
1ecq_ligand.mol2,[H]O[C@@]([H])(C(=O)[O-])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[H])C(=O)[O-]
1ecv_ligand.mol2,[H]c1c([H])c(N([H])C(=O)C(=O)[O-])c(C(=O)[O-])c([H])c1I
1efy_ligand.mol2,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C2=Nc3c(C(=O)N([H])[H])c([H])c([H])c([H])c3N2[H])c1[H]
1egh_ligand.mol2,[H]C([H])(O[P+](=O)(=O)[O-])C(=O)[O-]
1ejn_ligand.mol2,[H]c1c([H])c(C([H])([H])N([H])C(=O)N([H])[C@]23C([H])([H])[C@@]4([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C4([H])[H])C2([H])[H])C3([H])[H])c([H])c([H])c1N([H])C(N([H])[H])=[N+]([H])[H]
1ela_ligand.mol2,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1N([H])C(=O)[C@@]1([H])N(C(=O)[C@@]([H])(N([H])C(=O)C(F)(F)F)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]
1elb_ligand.mol2,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C(F)(F)F)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
1elc_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])[C@@]([H])(C(=O)N([H])c2c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C(F)(F)F)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])c([H])c1[H]
